question,subject,choices,answer,b,a,c,d,'},?,e,the,}},sol,',ad,output,none,all,cd,solution,ab,its,1,bd,bc,ac,f,p,3,2,according,}',**,(,y,.
What are self-executing treaties?,international_law,"['Self-executing treaties are adopted only by the executive'
 'Self-executive treaties are clear and precise enough so as not to require any further implementing measures'
 'Self-executing rely on implementing measures stipulated in the treaty Itself'
 'Self-executing treaties follow the doctrine of transformation']",9.566977364287828e-05,0.9954022346635025,0.0005957327365953694,0.0019215787709370383,0.0007069093244192246,,,5.120833970617548e-05,,,5.8026650922173275e-05,,,0.00033392032067638874,,,,3.9881095062955974e-05,,,,,,,,,,,,,,,,
"Is the ICJ hostile to the idea that an armed attack may arise through a series of lower intensity, yet cumulative, instances of armed force?",international_law,"['The ICJ was not hostile to the accumulation theory'
 'The concept of an armed attack refers to a single attack, not multiple smaller instances of armed force'
 'In the Nicaragua case the ICJ dismissed the accumulation theory'
 'The ICJ has never addressed this issue']",0,0.08289846202785932,0.421069323029372,0.4770882021919032,0.01849714710833478,3.151209846656083e-05,,3.151209846656083e-05,3.5707885630272916e-05,,,,,,,,,,,,,,,,,,,,,,,,,
Is there any priority among international courts and tribunals?,international_law,"['According to the lis pendens rule, the court or the tribunal that seizes first the dispute has exclusive jurisdiction to adjudicate it'
 'The International Court of Justice has by definition priority over any other court or tribunal'
 'Since there is no lis pendens rule in international law and all depends on the consent of the parties to a dispute, there is no priority or hierarchy among international courts and tribunals'
 'Regional or special courts have priority over all others in line of the principle of lex specialis']",2,0.0075200930075523835,0.002766487613175642,0.9851384485796302,0.003134841159298515,,0.00020040369053670975,0.0001377353079360244,,,,,,0.00015607455112038904,5.066998811308119e-05,,,,,,,,,,,,,,6.506155260046198e-05,,,,,
Do third States enjoy any fishing rights within the Exclusive Economic Zone of another State?,international_law,"[""When the coastal State cannot harvest the 'total allowable catch', the coastal State is to give other State access to that surplus with priority to be given to developing and land-locked States""
 ""Third States may never have access to fisheries within another State's EEZ""
 'The coastal State is to give access to fisheries within its EEZ only to neighbouring States'
 'Third States are free to fish within another EEZ, except from certain designated areas']",0,0.23560280992022914,0.3885329235814544,0.031885373011896034,0.34286981464749144,0.00010148412871610564,8.955942925345961e-05,7.903591891342231e-05,,,,6.155323554054136e-05,,,,,,,,,,,,,,,,,,,,,,
What is the purpose of sovereign immunity?,international_law,"['The purpose of immunity is to protect foreign Heads of State from embarrassment'
 'Immunity protects a State from being invaded by another'
 'Immunity shields States from being sued in the courts of other States'
 'The purpose of immunity is to offer impunity in respect of all crimes']",6.53269734420774e-05,0.005880549549865051,0.0003759309554429396,0.9891166534397225,0.0027777749190924794,7.402515889942766e-05,,,,,0.00012204685404444326,,,0.0007958458389179219,,,,,,,,,,,,,,,,,,,,
What is passive personality jurisdiction?,international_law,"['It is jurisdiction based on the nationality of the offender'
 'It is jurisdiction based on where the offence was committed'
 'It is jurisdiction based on the nationality of the victims'
 'It is jurisdiction based on the country where the legal person was Registered']",2,0.2047651421961475,0.5567343338472905,0.14073288690152108,0.09672419281029489,9.994488003097647e-05,0.000239755303464815,,,,6.0619634020088157e-05,,,,4.166322454623907e-05,,,,,,,,,,,,,,,,,,,
Which of the following types of rights have been described as first generation rights?,international_law,"['Social and economic rights' 'Civil and political rights'
 'Cultural rights' ""People's rights""]",1,0.9787762925357782,0.02034010717064498,0.00025570495891962534,0.00047771952800248606,,9.914757220751492e-06,6.013604237992998e-06,,,3.0539602244290455e-05,,,,,,,,,,,,,,,,,,,,,,,
What is the problem of 'fragmentation' of international law?,international_law,"['Fragmentation of international law concerns the possibility of different legal regimes apply the same rules of international law'
 'It is possible for several legal regimes (ie foreign investment law and human rights law) to exist and develop in isolation of each other, ultimately culminating in the production of divergent rules of international law'
 'Fragmentation is when States assume different interpretations of the same rule of international law'
 'Fragmentation is when States disagree to abide by a certain rule of international law']",1,0.8408411575818328,0.14618027028559752,0.01199335195747103,0.00046503272139797173,,,,2.3152615893534643e-05,,,1.5912544679591824e-05,,,,,,,2.3152615893534643e-05,,,,,,,,,,,,,,,
What is functional (ratione materiae) immunity?,international_law,"['Functional immunity covers the person but not the act'
 'Functional immunity covers the act and incidentally also the person committing the act'
 'Functional immunity covers the State and incidentally also the act'
 'Functional immunity covers both private and public acts as long as they are sanctioned by the State']",1,0.8088678583857366,0.03557060196227759,0.05861223418758499,0.0966224862153763,,3.672151581468977e-05,6.054354421603018e-05,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the meaning of implied authorisation?,international_law,"['Presumption of Security Council approval of armed force when a State has been forewarned'
 'Implicit authorisation on the basis of a specific number of votes by UNSC members'
 'Presumption that all unlawful attacks will be subject to armed force by a resolution of the UNSC'
 'In cases of repeated unlawful attacks the UNSC shall authorise neighbouring States to take whatever measures they deem necessary to rectify the situation']",0,0.1717154934107774,0.19457914572602922,0.10415072391705224,0.528955894699693,3.9590706143939294e-05,3.4938675543163336e-05,7.396517670530164e-05,,,,,,,0.0001346489985178606,,,,,,,,,,,,,,,,,,,
Which philosopher called the idea of natural rights 'nonsense on stilts'?,international_law,['Alan Gerwith' 'Emmanuel Kant' 'John Locke' 'Jeremy Bentham'],3,0.34763353939912517,0.44637268140793207,0.019611358857864022,0.18606737005448337,1.084673606164486e-05,2.2962540422695463e-05,0.0001166134024246338,,,,,,,,,,,,,,,,,1.084673606164486e-05,,,,,,,,,
Who has the authority to conclude a treaty on the part of States?,international_law,"['Treaties are concluded by the competent representatives of States. Heads of States, heads of governments, ministers of foreign affairs and heads of diplomatic missions are presumed to have such authority'
 'Treaties may only negotiated and concluded by the heads of State and ministers of foreign affairs'
 ""Treaties are negotiated and signed only by the persons that bear the necessary 'full powers' and no person is presumed to hold such authority""
 'Treaties are concluded only by members of the diplomatic missions of States']",0,0.00033520295172098554,0.9993272999245966,9.603725358975706e-05,2.1428807773697864e-05,6.956915316278796e-06,6.139456218159369e-06,,,,4.536478641290819e-05,,,,,,,,,,6.956915316278796e-06,,,,,,,,,,,,,
Who is a 'persistent objector'?,international_law,"['The State which persistently objects to the rule in question after its formation'
 'The State which denies to be bound by the rule in question for a short period'
 'The State which persistently and publicly objects to the formation of a rule of customary law from its outset'
 'The State which accepts the formation of a rule of customary law but it retains objections as to its content']",2,0.014245826746922156,0.777868581973363,0.07234627775193866,0.13516064094532815,2.7500915167579208e-05,1.6680148219292982e-05,3.11626194800644e-05,,,,,5.821943786662894e-05,,,,,,,,,,,,,,,,,,,,,
What is the meaning of collective security?,international_law,"['The right to self-defence by more than one nation acting in concert'
 ""The right of one's allies to defend the victim State""
 'The authorisation of armed force by the UN Security Council'
 'The authorisation of peacekeeping missions by the UN General Assembly']",2,0.0002957264327625782,0.9989436027595082,0.0001793671483579503,0.0002609776609253669,,1.1466558165269973e-05,,1.2993312646976456e-05,,5.1389548403686136e-05,,,1.890515834880084e-05,,,,1.4723352126135002e-05,,,,,,,,,,,,,,,,
The European Convention on Human Rights is predominantly concerned with which of the following?,international_law,"['Economic and social rights' 'Environmental rights'
 'Civil and political rights' 'Economic freedom']",2,0.009639337241701379,0.005233162670017139,0.9833226559718832,0.00020005806199280735,5.731759441149258e-05,0.0002910827626246906,,,,0.00017655062004572945,,,8.33966077752899e-05,,,,,,,,,,,,,,,,,,,,
Is the jurisdiction of international tribunals regulated by the same principles applicable to national courts?,international_law,"['The jurisdictional principles applicable to national courts are also common to international tribunals'
 'The jurisdiction of all international tribunals is regulated by the UN Security Council'
 'International tribunals share some, but not all, of the jurisdictional principles applicable to national courts'
 'The jurisdiction of international tribunals is dictated solely by their founding treaties']",3,0.014665407157877038,0.3338152088803369,0.027398587636801353,0.623614001783059,1.7171434559739347e-05,4.6676798532313114e-05,6.791434112637904e-05,,,,,,9.881478326833332e-05,,,,,,,,,,,,,,,,,,,,
What is the meaning of collective rights?,international_law,"['Collective rights belong to distinct groups of people'
 'Collective rights are those that belong to particular groups as opposed to the individual members of the group'
 'Minority rights are collective rights'
 ""Collective rights entail a right of the group as such as well as individual rights of the group's members""]",1,0.9096746076376677,0.06592644038404188,0.0025549984184812004,0.02139273984027038,2.8383468586122225e-05,2.210506756115461e-05,5.3027300443927325e-05,,,,,,,,,,,4.129770310989325e-05,,,,,,,,,,,,,,,
Are States under any obligation when they conduct negotiations?,international_law,"['States are under no obligation as to how they conduct their negotiation'
 'States are under an obligation so to conduct themselves that the negotiations are meaningful'
 'States are under an obligation to find a solution of the dispute whenever they conduct negotiations'
 'States are under an obligation to inform the UN Secretary-General about the progress of their negotiations']",1,0.21586583018961053,0.7535536304232161,0.025781496846904842,0.0039537205941697195,4.3921868393808734e-05,0.00011939201672685994,,,,,,,,3.4206385499057424e-05,,,3.8760912813264444e-05,,,,,,,,,,,,,,,,
What is the major difference between naturalism and positivism?,international_law,"['On the one hand, naturalism is based on a set of rules that are of universal and objective scope and on the other hand, positivism is based on a structured and coherent legal system that is created by States in light of their interests and desires'
 'While naturalism serves only the theory human rights law, positivism has a wider and more general scope'
 'Naturalism concerns the underpinning values of the international society, while positivism the international rules as such'
 'Naturalism is a school of thought advocated outside of Europe, while positivism is Euro-centric theory']",0,0.018737446625165053,0.9028978367448557,0.06541213283615886,0.01287804310702892,,,8.071017287505182e-06,,,,4.895319439942587e-06,,,,,,,,,,,,,,,,,,,,,,
What is an 'internationally wrongful conduct'?,international_law,"['An international wrongful conduct is an action or omission which is in breach of a rule of international criminal law'
 'An international wrongful conduct is every breach of an international obligation of the State, whether attributable to it or not'
 'An internationally wrongful conduct consists of an action or omission attributable to the State, which constitutes a breach of an international obligation of the State'
 'An internationally wrongful conduct is the conduct that cannot be excused on grounds of necessity, force majeure etc.']",2.740950924442183e-05,0.003168108515257833,0.00044342811630991704,0.9954490239758587,0.00033391618083601496,,,,,,0.00012284089800405546,,,0.00017873245195989084,,,,,,,,,,,,,,,,,,,,
What is the effects doctrine?,international_law,"['It posits that jurisdiction exists only when it is effective'
 'The effects doctrine serves to confer jurisdiction on the State which has an effective link with the harmful conduct'
 'The effects doctrine serves to confer jurisdiction on the State sharing the nationality of the offender'
 'The effects doctrine serves to confer jurisdiction to the State on whose territory the conduct produces effects']",3,0.13127936170238863,0.0044921338016203636,0.007406276549562524,0.8561017173503682,,2.0802696655960538e-05,0.00032540892598762296,1.8358315364292097e-05,,,,,4.9903075055875706e-05,,,,,,,,,,,,,,,,,,,,
Which persons are considered as 'de facto' organs of the State under the law of international responsibility?,international_law,"[""'De facto organs' are the individuals that are empowered by law to exercise elements of governmental authority""
 ""'De facto organs' are the persons, which are, in fact, acting on the instructions of, or under the direction or control of, that State in carrying out the conduct attributable to the State""
 ""'De facto organs' are the de jure organs of the State that act without due authority or ultra vires""
 ""'De facto organs' are the organs, whose acts or omission cannot be attributed to the State""]",3.504178655820131e-05,0.991111210161371,0.007601964309660958,0.0005481460290705688,5.098549859506639e-05,,,,,,0.0002589257266853034,,,2.408384421113336e-05,,,,,,,,,,,,,,,,,,,,
What is the fundamental prerequisite for the incorporation of custom under English law?,international_law,"['Custom is incorporated if it is not in conflict with existing legislation'
 'Custom is superior to English law and is always incorporated'
 'Custom must first be recognised by Parliament before the courts can bring it into the domestic sphere'
 'Custom is incorporated with the passing of implementing legislation']",0,0.01045299401773322,0.23804063096968106,0.7329710313039604,0.01723407357953795,0.00019145317244289185,0.00024583073952217423,,,,7.980955613840164e-05,,,,,,,,,,,,,,,,,,,,,,,
Was the use of armed force permitted prior to the United Nations Charter?,international_law,"['Armed force was prohibited'
 'Armed force was permitted with no restrictions'
 'Armed force was permitted subject to few restrictions'
 'Armed force was not regulated under international law prior to 1945']",2,0.06660691065148266,0.04577821558415225,0.07547551776828791,0.8114856255377092,3.683923244200982e-05,,0.00034952107248859335,,,,,,2.2344123956359264e-05,3.683923244200982e-05,,,,,,,,,,1.9718620182453305e-05,,,,,,,,,
What is the protective principle of jurisdiction?,international_law,"['It is jurisdiction based on the harm to national interests by conduct committed abroad'
 ""It is jurisdiction in order to protect one's nationals abroad""
 'It is jurisdiction in order to protect international human rights'
 'It is jurisdiction based on the nationality of the offender']",0,0.7538326346115405,0.21609611913567747,0.008374322131719458,0.020088959255084242,0.00015338106010250824,0.00017380351098490713,,,,0.00011945328971615563,,,0.00015338106010250824,,,,,,,,,,,,,,,,7.245208261638421e-05,,,,
Which one of the following statements is correct?,international_law,"['The Council of Europe was established in 1950 and consists of 27 member states'
 'The Council of Europe was established in 1949 and consists of 47 member states'
 'The Council of Europe was established in 1959 and consists of 34 member states'
 'The Council of Europe was established in 1984 and consists of 19 member states']",1,0.9943469194464992,0.0027928559334387698,0.0010274342800658015,0.0016939527517909594,6.922797724126904e-06,,1.4655562896982843e-05,,,,,,8.889048232366996e-06,2.2500120428971792e-05,,,,,,,,,,,,,,,,,,,
What is the 'equitable result' in the law and practice of maritime delimitation?,international_law,"['It is the only method of delimitation that international courts and tribunals follow'
 'An equitable result is what a judge or the arbitrator would decide ex aequo et bono, i.e. upon their discretion and in light of what they consider as fair and equitable in a delimitation case'
 ""It is the end result that all delimitations of areas of continental shelf and EEZ should achieve, after, however, drawing a provisional 'equidistance line' and adjusting the zone in the light of the relevant circumstances and the proportionality test.""
 'Achieving an equitable result is an old method of delimitation which is currently not applicable']",2,0.7523745303341905,0.002113169338195103,0.24444572131295458,0.0005342928813362334,4.385740951639614e-05,4.969695574902259e-05,3.8704028053603746e-05,,,,,,,,,,,,,,,2.6600863527266876e-05,,,,,,,,,,,
What is a derogation?,international_law,"['Derogations are exemptions from particular human rights obligations contained in a treaty'
 'A derogation refers to the ability of rights holders to bring a claim against the State for breach of an obligation'
 'A State may suspend particular rights by means of a derogation in circumstances that threaten its existence'
 'Derogations are enforcement clauses in human rights treaties']",2,0.0024104709859287614,0.5899029828591114,0.40539719655848927,0.0018772766914122207,2.363142601990291e-05,,,,,,,,,,1.8404173089394358e-05,,,,,,,,4.414931613004224e-05,,,,,,,,,,
What is an act jure gestionis?,international_law,"['Acts jure gestionis are those undertaken by States in a private capacity'
 'All purchases by the State are acts jure gestionis'
 'All acts undertaken by State corporations are jure gestionis'
 'All conduct undertaken by government officials in their free time is considered jus gestionis.']",0,0.0031432697379668727,0.9876825153713883,0.008544293010660575,0.0004253953002768201,6.87587135518384e-06,,6.87587135518384e-06,,,3.4918555987366816e-05,,,,,,,,,,,,,8.828793581931235e-06,,,,,,,,,,
What is the meaning of cultural relativism?,international_law,"['Culture relativism posits that human rights apply equally to all without restrictions'
 'Culture relativism posits that human rights have a cultural origin'
 'Cultural relativism posits that the application of human rights is relative to the laws in each nation'
 'Cultural relativism posits that local culture should validate the existence and practice of all human rights']",3,0.03819079354749336,0.02319100933524355,0.7671750059877703,0.17115926202933845,,,2.112273603071342e-05,,,,,,,0.00012248015693667688,,,,,,,,,,,,,,,,,,,
Is recognition of governments prevalent in contemporary international practice?,international_law,"['Recognition of governments is very prevalent in contemporary practice'
 'Recognition of governments has largely been replaced by functional Recognition'
 'Government recognition is common in respect of rebel entities'
 'Only democratic governments are recognised in contemporary practice']",1,0.059845444141071104,0.936293323214237,0.0026294253068895775,0.00040323543075926696,4.2500721983814737e-05,0.00013091143994572714,,2.921029056035165e-05,,,,,,0.00010195393194273749,,,,,,,,,,,,,,,,,,,
What is the legal nature of the Universal Declaration of Human Rights (UDHR)?,international_law,"['The UDHR is a multilateral treaty'
 'The UDHR is a UN General Assembly resolution'
 'The UDHR is a UN Security Council resolution'
 'The UDHR is a declaration adopted by several States at an international conference']",5.81678249423788e-05,0.9978482974174978,0.00023005821045252135,0.0005518809572288366,0.0006253630529608955,2.424795698578594e-05,6.591278085171849e-05,,,,,,,0.00012314128636933905,,,,,,,,,,,,,,,,,2.424795698578594e-05,,,
Under what circumstances do human rights violations taking place outside the territory of ECHR member States fall within the remit of the ECHR?,international_law,"['The ECHR applies outside Europe where human rights are violated by ECHR member States abroad'
 'The ECHR applies extraterritorially in circumstances where a member State exercises effective control'
 'The ECHR applies extraterritorially where a member State has contributed forces to a UN peacekeeping mission'
 'The ECHR applies extraterritorially where human rights violations are taking place in former colonies of member States']",1,0.952827937025732,0.00824303192538534,0.025453262178150936,0.01199354068185941,,,0.00021966946487281808,,,0.0003686320683205166,,,,0.0001332362654480315,,,,,,,,,,,,,,,,,,,
What does the principle 'pacta sunt servanda' mean?,international_law,"['Parties to a treaty should be cognizant of its terms and not misinterpret them'
 'Parties to a treaty should safeguard the object and purpose of the treaty'
 'Parties to a treaty should adhere to its terms in good faith'
 'Parties to a treaty should not violate the most important provisions of the treaty']",7.43073731063996e-05,0.0007988795480895976,0.00015730871010069216,0.9927770516646411,0.003580329739189762,,5.787064036324306e-05,8.42012848869762e-05,,,0.0006221680176319087,,,0.0007988795480895976,,,,,,,,,,,,,,,,,,,,
What was the consequence from the absence of implementing legislation in the Tin Council case?,international_law,"['The International Tin Council was headquartered in London and hence the absence of implementing legislation was inconsequential'
 'The constitutive treaties of international organisations are subject to the doctrine of incorporation'
 ""The absence of implementing legislation with respect to the Council's founding treaty meant that individuals did not derive rights and duties from it in the English legal system""
 'The absence of implementing legislation in England in respect of an international organisation is inconsequential under international law']",2,0.012693982504617595,0.0028324103491766906,0.8900042773476855,0.09379652648262637,6.661187498884268e-05,3.565476736285633e-05,0.00018106984934175663,,,,,,5.1877380403165204e-05,,,,,,,,,,,,,,,,,,,,
Which of the following statements is true?,international_law,"['The Human Rights Act 1998 incorporates the European Convention on Human Rights into UK law'
 'The Human Rights Act 1998 allows a court to invalidate primary legislation'
 'The Human Rights Act 1998 allows any person with a reasonable case to bring a case before a court'
 'The Human Rights Act 1998 incorporates the EU charter of fundamental rights into UK law']",0,0.025517336675763294,0.9575309624246231,0.006451791552886467,0.009387301318356042,,5.5818960646190295e-05,8.121610851311812e-05,,,7.167296420280114e-05,,,0.00011816874061528709,0.00012093302407855549,,,,,,,,,,,,,,,,,,,
What forms may the obligation of reparation take?,international_law,"['Reparation may take only the form of pecuniary compensation, including the interest'
 'Reparation denotes only the physical restitution of the wrongful act'
 'Reparation includes restitution, compensation, and satisfaction, either alone or alongside other forms of reparation'
 'The form of reparation is a matter for the responsible State to decide']",0.00012263710871671728,0.0007996944033819729,0.00037774888857182497,0.9938777284049854,0.0016929530652446995,0.00012263710871671728,0.0001389660500309364,,,,,,,0.0007996944033819729,,,,0.00012263710871671728,,,,,,,,,,,,,,,,
What is jus cogens?,international_law,"['They are peremptory norms of international law, from which no derogations are allowed and which can never be altered even with the consent of the States'
 'They are rules of international law that are laid down in multilateral treaties with a wide participation'
 'They are the decisions of the UN Security Council'
 'They are the rules of international law on which the ICJ founds its decisions']",7.886910042123365e-06,6.603628928078042e-05,0.9997183237991407,2.1438844250195107e-05,8.937039913709308e-06,,,,5.420588714740244e-06,,5.1429113803001614e-05,,,,,,,,,,,,,,,,,,,,,4.783652750943278e-06,,
What is 'unilateral acts'?,international_law,"['They are acts that States perform as practice in the context of custom'
 'They are acts creating unilateral legal obligations to the acting State'
 'Unilateral acts are simply political acts of State devoid of any legal effect'
 'Unilateral acts are those that State perform in order to be bound by a treaty']",7.360510950177998e-05,0.9833442606135453,0.004049385986389764,0.009640366888985211,0.0014783981446332734,5.7323716918042753e-05,,3.476859183948071e-05,,,0.0006983458351591314,,,0.00012135430966779677,,,,,,,,,,,,,,,,,,,,
Is extra-territorial abduction a ground for refusal of otherwise lawful jurisdiction by English courts?,international_law,"['Such abduction constitutes abuse of process and leads to a stay of proceedings'
 ""Such abduction gives rise to the abductor's liability but does not lead to a stay of proceedings""
 'The stay of proceedings under such circumstances would prevent the administration of justice in respect of international criminals'
 'The courts may, but will seldom, stay proceedings in cases of extra-territorial abduction']",0,0.05292118793110691,0.9381908677823289,0.004922437263833439,0.0033831383569538904,4.258742686317002e-05,4.258742686317002e-05,,,,,2.0116876017465706e-05,,,,,,,2.9269881894351396e-05,,,,,,,,,,,,,,,
What is the meaning of 'secondary rules' in the law of international responsibility?,international_law,"['Secondary rules are the rules of interpretation of international law, including the law of international responsibility'
 'Secondary rules are the rules that govern the legal consequences arising from a breach of the primary rules, ie of the international obligations of the States'
 'Secondary rules are the rules that govern exclusively the concept of attribution in the law of international responsibility'
 'Secondary rules are the rules that govern exclusively the law of countermeasures']",6.595541325627968e-05,0.9984699093677221,0.00015821881136387933,0.00033494922628577015,0.00017928540134305187,3.115513119447785e-05,5.8205447907353774e-05,2.1412587649290802e-05,,,0.00023020701216554113,,,4.000398031395068e-05,,,,,,,,,,,,,,,,,,,,
What does the doctrine of incorporation suggest in respect of treaties?,international_law,"['The doctrine of incorporation requires that all treaties undergo legislative transformation before they become domestic law'
 'The doctrine of incorporation does not require any further action at the domestic level'
 'The doctrine of incorporation treats treaties as inferior to domestic law'
 'The doctrine of incorporation suggests that ratified treaties automatically pass into the sphere of domestic law']",1.8874641263428022e-05,0.0010305204955224183,0.0005515978725514273,0.00048678341399888706,0.9973563981920801,,,0.00013946578314266096,2.1387770549844753e-05,,,,,8.459027345685722e-05,,,,,,,,,,,,,,,,,,,,
Are the provisional measures issued by the ICJ binding upon the parties?,international_law,"['No, according to the literal interpretation of the relevant provision of the State, the provisional measures are not binding'
 'No, unless the parties have agreed so beforehand'
 'It depends upon the Court whether the provisional measures will be binding'
 'Yes, it has been consistently held by the Court since the La Grand case (2001) that they are binding']",3,0.018661237054526148,0.02396150268484666,0.05748065679700494,0.8992597854739232,7.626419241804222e-05,7.626419241804222e-05,4.625657093976636e-05,,,,,,,,,,,,,,,,,,,,,,2.805602848814072e-05,,,2.805602848814072e-05,
When are countermeasures illegal?,international_law,"['Countermeasures are illegal when inter alia are disproportionate or in violation of a peremptory norm of international law (e.g. the use of force, human rights)'
 'Countermeasures are illegal when they are taken in the course of an armed conflict'
 'Countermeasures are illegal when they violate bilateral treaties'
 'Countermeasures are illegal when the responsible State does not consent to them']",0,0.0010315548998641108,0.9984818215862353,0.00017925736283501555,2.7490006934273122e-05,,1.1459539811597294e-05,3.999772407716222e-05,,,1.88935870398154e-05,,,,,,,,,,1.88935870398154e-05,,,,,,,,,,,,,
What is the difference between political and legal means of dispute settlement?,international_law,"['The outcome arising from legal methods, ie arbitration or adjudication by the ICJ, is final and binding upon the parties, whereas this is not the case with diplomatic methods'
 'The political methods are pursued upon the consent of then parties to the dispute, whereas the legal methods not'
 'The political means lead to a final settlement of the dispute, whereas this is not the case with the legal methods'
 'The legal methods of dispute settlement are pursued only in respect of significant disputes, whereas the political means are employed in all disputes']",0,0.004040817753712607,0.9888132978585944,0.002450879857937829,0.004578846386744408,,,2.722682884023973e-05,1.871270755737361e-05,,,,,,3.2517809848797585e-06,,,,,,,,,,,,,,,,,,,2.8696866470398717e-06
What is the rationale for the exhaustion of local remedies in international human rights?,international_law,"['The local remedies rule aims to free up international tribunals to deal with the most serious cases'
 'The local remedies rule aims to dissuade applicants abusing the system from filing unnecessary petitions'
 'The local remedies rule aims on the one hand to restrict the volume of petitions to international tribunals while at the same time building up the capacity of local courts'
 'The local remedies rule helps demonstrate that national courts are always better placed than international ones to deal with cases']",2,0.10893887891166201,0.15855832496583977,0.7104804044232051,0.021451337141362214,,,,,,3.225077331091497e-05,,,,,5.317253595423351e-05,,,3.654491388747219e-05,,,,,,,,,,,,,,,
Which of the following cases best illustrates the 'living instrument principle' used by the European Court of Human Rights?,international_law,"['Golder v UK (1978)' 'A v UK (2009)' 'Goodwin v UK (2002)'
 'Osman v UK (1998)']",2,0.1859945984404804,0.572957897738451,0.11281701598345734,0.12781817289456138,2.0254246708721533e-05,3.78399145344039e-05,0.00016958673139136444,,,,,,,,,,,,,,,,,,,,,,,,,,
Is the recognition of foreign judgments subject to the same rules as those applicable to the incorporation and transformation of treaties?,international_law,"['Foreign judgments are enforced on the basis of the doctrine of incorporation'
 'Foreign judgments are enforced on the basis of the doctrine of transformation'
 'The recognition of foreign judgments is dependent on the existence of appropriate bilateral or multilateral treaties'
 'The courts exercise discretion as to the enforcement of foreign judgments on the basis of the rule of comity']",2,0.018962146556129125,0.014767734586628105,0.8064319893819545,0.15876809034268222,6.035232714121067e-05,6.035232714121067e-05,0.00030649440709204436,,,,,,,4.14795073942395e-05,,,,,,,,,,,,,,,,,,,
What was the most important finding by the House of Lords in the Pinochet case?,international_law,"['The Pinochet case confirmed that former heads of State enjoy absolute immunity'
 'The Pinochet case confirmed that all public acts enjoy immunity'
 'The Pinochet case confirmed that former heads of State cease to enjoy personal immunity once removed from office'
 'The Pinochet case confirmed that in respect of immunities there is no difference between a current and a former head of State']",2,0.01573023443852696,0.00397722611735106,0.9733084555513096,0.006557337298060776,6.428584216983022e-05,2.3649439692672683e-05,2.6798326003649253e-05,,,,,,5.673205659491734e-05,,,,,,,,,,,,,,,,,,,,
Which one of the statements below is false?,international_law,"['The war crimes trials at Nuremberg and Tokyo took place immediately after the First World War'
 ""The war crimes trials introduced a 'crime against humanity' as an offence""
 'The war crimes trials held individuals legally responsible for acts such as war crimes and crimes against humanity'
 'The war crimes trials found that ""superior orders"" could not be used as a defence for war crimes or crimes against humanity']",0,0.0008013185841578576,0.9957898470089316,0.0002601499314377643,0.002796876676898672,,,1.884519782582882e-05,,,2.741960104336253e-05,,9.570381139811377e-05,1.143019026971504e-05,,,,,,,,,,,,,,,,,,,,
Which State exercises jurisdiction over vessels on the high seas?,international_law,"['All States may exercise jurisdiction over foreign vessels on the high seas'
 'States may exercise jurisdiction over foreign vessels on the high seas only in cases of criminal activity that concerns them'
 'The flag State is to exercise exclusive jurisdiction over its vessels on the high seas, with the exception of specific cases, such as piracy'
 'The flag State is the only State to exercise exclusive jurisdiction over its vessels on the high seas with no exception']",2,0.015752737798963825,0.0018813962336576013,0.46039685640667727,0.5217094584548339,1.2676742061920834e-05,2.090041428066788e-05,5.6813216346405424e-05,,,,,,,,,,,,,,,,,,,,,,,,,,
Should treaties assume a particular form?,international_law,"['Treaties should always be designated as such and assume a particular form'
 'Treaties should always assume a particular form, no matter how they are designated'
 'Treaties do not have to assume a particular form or designated as such'
 'Treaties have to be designated as such, no matter what form they assume']",2,0.06620437466585548,0.914023856288786,0.014772192721718985,0.004795828815399124,2.8517040540795274e-05,4.149204915717632e-05,9.258127573327274e-06,,,,6.363011822826916e-06,,,,,,,,,,,,,,,,,,,,,,
What is the fundamental premise of monist theory?,international_law,"['Monism posits that international law is superior to domestic laws'
 'Monism posits that international and domestic law are part of the same legal order'
 'Monism posits that domestic laws are superior to international law'
 'Monism posits that domestic and international law never clash']",1,0.9929698113242875,0.005227150430197236,0.0004277093308250143,0.0011626345018440145,8.876823963676368e-06,2.1294393695358323e-05,2.4129709274891267e-05,,,,,,8.876823963676368e-06,,,,,,,,,,,,,,,,,,,,
Where do we find the 'general principles of law recognized by civilized nations' (article 38 ICJ Statute)?,international_law,"['We look for established principles of law recognized only among the most civilised nations'
 'We look for established principles of law, which are common to all major legal systems'
 'We look for general principles of international law recognized by international courts and tribunals'
 'We look for general principles of law recognized by all nations']",3.0270920414697844e-05,0.9701883055116907,0.0001741971196235767,0.025853132502167288,0.0030877163537266434,4.404392931597621e-05,7.261616310846292e-05,0.00010565589388532851,,,,,,,2.6713993504355644e-05,,,,,,,,,,,,,,,,,,,
When does an illegal act of violence on the high seas fall short of qualifying as piracy?,international_law,"['When it is committed against a public vessel of another State'
 ""When it is committed for 'private ends'""
 'When it is committed by a warship even when its crew has mutinied and taken control of the ship'
 ""When it is not committed against another vessel and when it is not committed for 'private ends'""]",3,0.40425296245924336,0.0904246089660176,0.04260794623040913,0.45816087178363124,,0.00015366832145068221,0.00212132473198765,,,,,,,,7.258777526915688e-05,,,0.00017412902073721636,,,,,,,,,,,,,,,
