question,subject,choices,answer,b,a,<|end|>,Ã¢ÂÂ,c,d,ÃÂ±,Ã¢ÂÂÃ¢ÂÂ,none,not,error,ÃÂ,ÃÂ°,aa,an,ÃÂ­a,...,Ã¢ÂÂÃ¢ÂÂÃ¢ÂÂÃ¢ÂÂ,ai,e,option,ci,such,j,solution,s,ÃÂ´,article,Ã¢ÂÂ,**,all,ab,civil,bb,jeremy,'b,Ã¯Â»Â¿,ap,al,good,armed
How are the members of the arbitral tribunal appointed?,international_law,"['All the members of the arbitral tribunal are appointed by the parties'
 'All the members of the arbitral tribunal are appointed by the parties'
 'All the members of the arbitral tribunal are appointed by an impartial third party, such as the president of the ICJ'
 'All the members of the arbitral tribunal are appointed by the parties from a restricted list of arbitrators']",0,0.0140620596267369,0.9858266005705094,,,1.6464979043296592e-05,9.474941246293284e-05,,,,,,,,9.693842809025422e-09,,,,,,1.1693006429378517e-08,,,,,,,,,,,6.321179553856755e-08,4.081260264233735e-08,,,,,,,,,
Are the peremptory norms of international law the only norms that set out obligations erga omnes?,international_law,"['Yes'
 'No, acts of international organizations also set out such obligations'
 'No, decisions of international courts also set out such obligations'
 'No, even though all peremptory norms set out obligations erga omnes, the latter may also spring from treaties regulating objective regimes or unilateral acts']",3,1.573710210463574e-11,5.7893563279113245e-12,2.7346982912048518e-12,1.1399918528830202e-12,9.056076988391223e-11,0.9999999998831924,,3.7010116780688937e-13,,,,,,,,,,,,,,,,,,,4.752193062098608e-13,,,,,,,,,,,,,,
What is the constitutive theory of recognition?,international_law,"['Recognition is determinative of statehood'
 'Recognition requires constitutional approval by third nations'
 'Recognition requires that the constitution of the recognised State includes sufficient human rights guarantees'
 'Countries wishing to be recognised must possess a valid constitution']",0,2.5436656473328773e-13,0.9999999999930128,1.0603575991340237e-13,,1.435037960108977e-14,2.6810038677353798e-14,,,,,,,6.560200168040184e-12,,8.703945206575697e-15,,,,1.6261110445896616e-14,,,,,,,,,,,,,,,,,,,,,,
The enforcement mechanism of the International Covenant on Civil and Political Rights (and Protocol) consists of,international_law,"['A reporting mechanism only' 'Judgment of an international tribunal'
 'Right to individual petition only'
 'A reporting mechanism and right to individual petition']",3,4.508755241322848e-12,1.6918979222503986e-10,1.388794386197012e-11,3.266131342083349e-13,1.081594155495404e-11,0.9999999998007324,,,,,,,,,,,,,,,,,,,,,5.384940216593176e-13,,,,,,,,,,,,,,
Is piracy under international (jure gentium) law subject to universal jurisdiction?,international_law,"['Piracy jure gentium is subject to flag State jurisdiction'
 'Piracy jure gentium is subject to universal jurisdiction'
 'Piracy jure gentium is subject to port State jurisdiction'
 'Piracy jure gentium is subject to nationality-based jurisdiction']",1,0.999999999879275,7.9919598858312e-11,1.388794385258657e-11,7.433680665727016e-12,8.423463746961343e-12,5.7893563235709625e-12,3.978962532291041e-12,1.2917800036347138e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What are self-executing treaties?,international_law,"['Self-executing treaties are adopted only by the executive'
 'Self-executive treaties are clear and precise enough so as not to require any further implementing measures'
 'Self-executing rely on implementing measures stipulated in the treaty Itself'
 'Self-executing treaties follow the doctrine of transformation']",1,0.9999999999871496,8.878265476798099e-13,5.1090890271071625e-12,1.6586783586038105e-12,1.6586783586038105e-12,4.752193061881783e-13,2.734698291080077e-12,3.266131342176193e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Is the ICJ hostile to the idea that an armed attack may arise through a series of lower intensity, yet cumulative, instances of armed force?",international_law,"['The ICJ was not hostile to the accumulation theory'
 'The concept of an armed attack refers to a single attack, not multiple smaller instances of armed force'
 'In the Nicaragua case the ICJ dismissed the accumulation theory'
 'The ICJ has never addressed this issue']",0,9.5450349208777e-12,0.999999999865722,2.413362771336908e-12,,2.940077738679848e-11,1.4637785138248842e-12,,,,,,,9.056076987810492e-11,4.193795657517096e-13,4.752193061793869e-13,,,,,,,,,,,,,,,,,,,,,,,,,,
Is there any priority among international courts and tribunals?,international_law,"['According to the lis pendens rule, the court or the tribunal that seizes first the dispute has exclusive jurisdiction to adjudicate it'
 'The International Court of Justice has by definition priority over any other court or tribunal'
 'Since there is no lis pendens rule in international law and all depends on the consent of the parties to a dispute, there is no priority or hierarchy among international courts and tribunals'
 'Regional or special courts have priority over all others in line of the principle of lex specialis']",2,2.1297851709026178e-12,1.7482341282274148e-13,7.287724095637763e-14,4.420228103530828e-14,0.9999999999782712,1.4637785140893674e-12,,1.1176086870615154e-14,,,,1.7832472907701223e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Do third States enjoy any fishing rights within the Exclusive Economic Zone of another State?,international_law,"[""When the coastal State cannot harvest the 'total allowable catch', the coastal State is to give other State access to that surplus with priority to be given to developing and land-locked States""
 ""Third States may never have access to fisheries within another State's EEZ""
 'The coastal State is to give access to fisheries within its EEZ only to neighbouring States'
 'Third States are free to fish within another EEZ, except from certain designated areas']",0,7.28772409567785e-14,0.9999999999837418,4.193795658297921e-13,,4.1114525924680126e-15,,,,,,,,1.5737102106556608e-11,,8.703945206557005e-15,4.658886145012721e-15,,,1.1176086870676632e-14,,,,,,,,,,,,,,,,,,,,,,
What is the purpose of sovereign immunity?,international_law,"['The purpose of immunity is to protect foreign Heads of State from embarrassment'
 'Immunity protects a State from being invaded by another'
 'Immunity shields States from being sued in the courts of other States'
 'The purpose of immunity is to offer impunity in respect of all crimes']",2,2.5946094966795874e-11,1.1399918523427356e-12,2.129785169644987e-12,3.266131340777273e-13,0.9999999994223638,2.5946094966795874e-11,,,,,,5.211412484681122e-10,,,,,,,,,,,,,,1.0060392786641397e-12,,,,,,,,,,,,,,,
What is passive personality jurisdiction?,international_law,"['It is jurisdiction based on the nationality of the offender'
 'It is jurisdiction based on where the offence was committed'
 'It is jurisdiction based on the nationality of the victims'
 'It is jurisdiction based on the country where the legal person was Registered']",2,5.78935632763673e-12,1.748234127940721e-13,7.835041783583927e-13,2.882350792899757e-13,0.999999999838452,5.109089027097942e-12,,9.357622967072014e-14,,,,1.4930946759150378e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following types of rights have been described as first generation rights?,international_law,"['Social and economic rights' 'Civil and political rights'
 'Cultural rights' ""People's rights""]",1,0.9999999999612558,2.2897348432512234e-11,1.0815941545975682e-11,8.878265469175835e-13,2.129785168728712e-12,5.384940212123115e-13,7.835041776871445e-13,,,,,,,,,,,,,,,,,,,,,,,,,,6.914400099709955e-13,,,,,,,,
What is the problem of 'fragmentation' of international law?,international_law,"['Fragmentation of international law concerns the possibility of different legal regimes apply the same rules of international law'
 'It is possible for several legal regimes (ie foreign investment law and human rights law) to exist and develop in isolation of each other, ultimately culminating in the production of divergent rules of international law'
 'Fragmentation is when States assume different interpretations of the same rule of international law'
 'Fragmentation is when States disagree to abide by a certain rule of international law']",1,0.9999999999156116,3.978962527107334e-12,2.940077732833896e-11,1.225606741720948e-11,6.560200153760597e-12,6.560200153760597e-12,2.289734840621839e-11,2.734698285591904e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is functional (ratione materiae) immunity?,international_law,"['Functional immunity covers the person but not the act'
 'Functional immunity covers the act and incidentally also the person committing the act'
 'Functional immunity covers the State and incidentally also the act'
 'Functional immunity covers both private and public acts as long as they are sanctioned by the State']",1,0.9999999997273216,4.847368687548895e-11,7.991959862087627e-11,1.5737102046083543e-11,1.3887943811326423e-11,3.331544529299422e-11,7.052879823872742e-11,,,,,,,,,,,,,,,,,,1.0815941515512692e-11,,,,,,,,,,,,,,,,
What is the meaning of implied authorisation?,international_law,"['Presumption of Security Council approval of armed force when a State has been forewarned'
 'Implicit authorisation on the basis of a specific number of votes by UNSC members'
 'Presumption that all unlawful attacks will be subject to armed force by a resolution of the UNSC'
 'In cases of repeated unlawful attacks the UNSC shall authorise neighbouring States to take whatever measures they deem necessary to rectify the situation']",0,0.999999998721383,4.599055325800933e-10,2.1724399101137906e-10,4.847368650565307e-11,1.6918979031721927e-10,1.6918979031721927e-10,1.9171714917265768e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2897348193323984e-11,,,,,,,
Which philosopher called the idea of natural rights 'nonsense on stilts'?,international_law,['Alan Gerwith' 'Emmanuel Kant' 'John Locke' 'Jeremy Bentham'],3,5.6756852326302975e-14,4.111452592546276e-15,1.201542573176665e-13,,1.0603575991519316e-13,0.9999999999997056,,,,,,,,,,,,,,,,,,,,,1.7139084315412805e-15,,,,,,,,5.279209628336128e-15,,,,,,
Who has the authority to conclude a treaty on the part of States?,international_law,"['Treaties are concluded by the competent representatives of States. Heads of States, heads of governments, ministers of foreign affairs and heads of diplomatic missions are presumed to have such authority'
 'Treaties may only negotiated and concluded by the heads of State and ministers of foreign affairs'
 ""Treaties are negotiated and signed only by the persons that bear the necessary 'full powers' and no person is presumed to hold such authority""
 'Treaties are concluded only by members of the diplomatic missions of States']",0,7.433680671607191e-12,0.9999999999185972,3.0988191384112645e-12,,1.361526107953203e-13,,,,,,,,7.052879850405325e-11,5.008774637341531e-14,,,,,8.258073284728304e-14,,,,,,7.287724095089323e-14,,,,,,,,,,,,,,,,
Who is a 'persistent objector'?,international_law,"['The State which persistently objects to the rule in question after its formation'
 'The State which denies to be bound by the rule in question for a short period'
 'The State which persistently and publicly objects to the formation of a rule of customary law from its outset'
 'The State which accepts the formation of a rule of customary law but it retains objections as to its content']",2,2.734698291366849e-12,8.878265477729106e-13,3.266131342518692e-13,1.060357599065133e-13,0.999999999924114,9.545034922055207e-12,,4.4202281032774517e-14,,,,6.224144622395626e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the meaning of collective security?,international_law,"['The right to self-defence by more than one nation acting in concert'
 ""The right of one's allies to defend the victim State""
 'The authorisation of armed force by the UN Security Council'
 'The authorisation of peacekeeping missions by the UN General Assembly']",2,3.511422113208105e-12,0.9999999999602572,1.1399918529896817e-12,,1.4637785140557064e-12,9.357622968391385e-14,,,,,,,3.331544542006632e-11,,8.258073285159864e-14,,,,1.3615261080243553e-13,,,,,,,,,,,,,,,,,,,,,,
The European Convention on Human Rights is predominantly concerned with which of the following?,international_law,"['Economic and social rights' 'Environmental rights'
 'Civil and political rights' 'Economic freedom']",2,2.129785169600089e-12,1.9810087967879854e-13,1.879528815342685e-12,,0.9999999993947792,9.545034916764815e-12,,,,,,5.905303995185067e-10,,,,,,,,,,1.5428112022098248e-13,,,,,,,,,,,7.83504178007706e-13,,,,,,,,
Is the jurisdiction of international tribunals regulated by the same principles applicable to national courts?,international_law,"['The jurisdictional principles applicable to national courts are also common to international tribunals'
 'The jurisdiction of all international tribunals is regulated by the UN Security Council'
 'International tribunals share some, but not all, of the jurisdictional principles applicable to national courts'
 'The jurisdiction of international tribunals is dictated solely by their founding treaties']",3,1.2256067413734448e-11,5.4927883373460185e-11,1.4637785104993225e-12,1.0603575965252945e-13,0.9999999975250602,2.335593033012785e-09,,,,,,7.052879833638289e-11,,,,,,,,6.431393925517893e-14,,,,,,,,,,,,,,,,,,,,,
What is the meaning of collective rights?,international_law,"['Collective rights belong to distinct groups of people'
 'Collective rights are those that belong to particular groups as opposed to the individual members of the group'
 'Minority rights are collective rights'
 ""Collective rights entail a right of the group as such as well as individual rights of the group's members""]",1,0.999999974486998,2.5109990870220065e-08,2.940077658819312e-11,,1.1628232711975084e-10,2.4616968844427304e-10,8.423463523932102e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.734698216747617e-12,,,,,
Are States under any obligation when they conduct negotiations?,international_law,"['States are under no obligation as to how they conduct their negotiation'
 'States are under an obligation so to conduct themselves that the negotiations are meaningful'
 'States are under an obligation to find a solution of the dispute whenever they conduct negotiations'
 'States are under an obligation to inform the UN Secretary-General about the progress of their negotiations']",1,0.999999999829686,7.991959888568778e-11,2.5946094968528155e-11,2.289734844389185e-11,1.3887943857343763e-11,8.423463749846729e-12,1.0815941551351032e-11,8.423463749846729e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the major difference between naturalism and positivism?,international_law,"['On the one hand, naturalism is based on a set of rules that are of universal and objective scope and on the other hand, positivism is based on a structured and coherent legal system that is created by States in light of their interests and desires'
 'While naturalism serves only the theory human rights law, positivism has a wider and more general scope'
 'Naturalism concerns the underpinning values of the international society, while positivism the international rules as such'
 'Naturalism is a school of thought advocated outside of Europe, while positivism is Euro-centric theory']",0,5.211412423272053e-10,7.194132941125078e-09,9.056076877386254e-11,7.433680580181723e-12,0.999999987929247,8.592166512639535e-10,,,,,,3.3982677773598303e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is an 'internationally wrongful conduct'?,international_law,"['An international wrongful conduct is an action or omission which is in breach of a rule of international criminal law'
 'An international wrongful conduct is every breach of an international obligation of the State, whether attributable to it or not'
 'An internationally wrongful conduct consists of an action or omission attributable to the State, which constitutes a breach of an international obligation of the State'
 'An internationally wrongful conduct is the conduct that cannot be excused on grounds of necessity, force majeure etc.']",2,8.87826547811889e-13,4.4202281034715146e-14,1.0060392792447028e-12,6.431393941205148e-14,0.9999999999633696,1.2917800047364146e-12,,2.0879679115657923e-14,,,,3.3315445420385396e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the effects doctrine?,international_law,"['It posits that jurisdiction exists only when it is effective'
 'The effects doctrine serves to confer jurisdiction on the State which has an effective link with the harmful conduct'
 'The effects doctrine serves to confer jurisdiction on the State sharing the nationality of the offender'
 'The effects doctrine serves to confer jurisdiction to the State on whose territory the conduct produces effects']",3,1.1032560277577291e-09,3.1608814411750846e-10,4.5990553595357555e-10,5.492788328123208e-11,1.4166087807548808e-09,0.9999999965817576,,1.898256852062121e-11,,,,,,,,,,,,,,,,,,,4.8473686861215486e-11,,,,,,,,,,,,,,
Which persons are considered as 'de facto' organs of the State under the law of international responsibility?,international_law,"[""'De facto organs' are the individuals that are empowered by law to exercise elements of governmental authority""
 ""'De facto organs' are the persons, which are, in fact, acting on the instructions of, or under the direction or control of, that State in carrying out the conduct attributable to the State""
 ""'De facto organs' are the de jure organs of the State that act without due authority or ultra vires""
 ""'De facto organs' are the organs, whose acts or omission cannot be attributed to the State""]",1,0.999999999312927,1.69189791767916e-10,1.4930946718411852e-10,7.052879830535974e-11,1.4930946718411852e-10,7.991959869638058e-11,5.4927883349299325e-11,1.3887943824447109e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the fundamental prerequisite for the incorporation of custom under English law?,international_law,"['Custom is incorporated if it is not in conflict with existing legislation'
 'Custom is superior to English law and is always incorporated'
 'Custom must first be recognised by Parliament before the courts can bring it into the domestic sphere'
 'Custom is incorporated with the passing of implementing legislation']",0,5.4927883441901885e-11,0.9999999992563916,2.289734842825692e-11,,1.1628233015900536e-10,2.594609495081146e-11,,,,,,,5.211412481470566e-10,2.4133627688611026e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,
Was the use of armed force permitted prior to the United Nations Charter?,international_law,"['Armed force was prohibited'
 'Armed force was permitted with no restrictions'
 'Armed force was permitted subject to few restrictions'
 'Armed force was not regulated under international law prior to 1945']",2,3.77513454350978e-11,3.266131342121857e-13,2.7346982910345826e-12,1.7482341279147921e-13,0.9999999997978928,9.056076987827368e-11,,,,,,7.052879849674885e-11,,,,,,,,,,,,,,,,,,3.0379753848240327e-14,,,,,,,,,,,
What is the protective principle of jurisdiction?,international_law,"['It is jurisdiction based on the harm to national interests by conduct committed abroad'
 ""It is jurisdiction in order to protect one's nationals abroad""
 'It is jurisdiction in order to protect international human rights'
 'It is jurisdiction based on the nationality of the offender']",0,3.9008376101579496e-14,0.9999999999958388,1.3615261080817078e-13,,,,,,,,,,3.9789625358140166e-12,1.039538011664155e-15,2.493722053320822e-15,1.3347932285898129e-15,,,2.2007019879625226e-15,,,,,,,,,,,,,,,,,,,,,,
Which one of the following statements is correct?,international_law,"['The Council of Europe was established in 1950 and consists of 27 member states'
 'The Council of Europe was established in 1949 and consists of 47 member states'
 'The Council of Europe was established in 1959 and consists of 34 member states'
 'The Council of Europe was established in 1984 and consists of 19 member states']",1,0.9999999999961824,4.19379565832207e-13,1.8795288165133247e-12,1.201542573160712e-13,4.19379565832207e-13,,8.878265478337983e-13,3.4424771084227985e-14,,,,,,,,,,,,,,,,,,,,,5.6756852325549385e-14,,,,,,,,,,,,
What is the 'equitable result' in the law and practice of maritime delimitation?,international_law,"['It is the only method of delimitation that international courts and tribunals follow'
 'An equitable result is what a judge or the arbitrator would decide ex aequo et bono, i.e. upon their discretion and in light of what they consider as fair and equitable in a delimitation case'
 ""It is the end result that all delimitations of areas of continental shelf and EEZ should achieve, after, however, drawing a provisional 'equidistance line' and adjusting the zone in the light of the relevant circumstances and the proportionality test.""
 'Achieving an equitable result is an old method of delimitation which is currently not applicable']",2,2.289734844630692e-11,5.384940215367313e-13,3.511422111820172e-12,2.1297851700118174e-12,0.999999999599882,1.2256067438667323e-11,,6.101936674900811e-13,,,,3.5817479286956704e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is a derogation?,international_law,"['Derogations are exemptions from particular human rights obligations contained in a treaty'
 'A derogation refers to the ability of rights holders to bring a claim against the State for breach of an obligation'
 'A State may suspend particular rights by means of a derogation in circumstances that threaten its existence'
 'Derogations are enforcement clauses in human rights treaties']",2,1.3176514212428203e-10,8.59216658157033e-10,2.940077726417167e-11,1.081594150994952e-11,0.9999999962465904,7.052879820245099e-11,,,,,,2.646573627326337e-09,,,,,,,,,5.1090890057033e-12,,,,,,,,,,,,,,,,,,,,
What is an act jure gestionis?,international_law,"['Acts jure gestionis are those undertaken by States in a private capacity'
 'All purchases by the State are acts jure gestionis'
 'All acts undertaken by State corporations are jure gestionis'
 'All conduct undertaken by government officials in their free time is considered jus gestionis.']",0,1.1399918526950145e-12,0.999999999803611,2.1297851703031303e-12,2.882350792561116e-13,,,,,,,,,1.9171715131708108e-10,1.9810087974419162e-13,6.914400104821343e-13,2.2447770543330811e-13,,,,,,,,,,,,,,,,,,,,,,,,,
What is the meaning of cultural relativism?,international_law,"['Culture relativism posits that human rights apply equally to all without restrictions'
 'Culture relativism posits that human rights have a cultural origin'
 'Cultural relativism posits that the application of human rights is relative to the laws in each nation'
 'Cultural relativism posits that local culture should validate the existence and practice of all human rights']",3,9.422446326107113e-07,9.237432100033376e-09,1.2501504896369947e-09,2.7894627896234057e-10,2.1024319577342642e-07,0.9999988361356972,,,,,,,,,,,,,,4.058644410298993e-10,,,,,,,2.0408145732535822e-10,,,,,,,,,,,,,,
Is recognition of governments prevalent in contemporary international practice?,international_law,"['Recognition of governments is very prevalent in contemporary practice'
 'Recognition of governments has largely been replaced by functional Recognition'
 'Government recognition is common in respect of rebel entities'
 'Only democratic governments are recognised in contemporary practice']",1,0.9999999999062086,3.7751345416092495e-11,2.0206839075931508e-11,7.433680667094947e-12,1.0815941549636452e-11,5.109089024450079e-12,1.0815941549636452e-11,1.658678357741182e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the legal nature of the Universal Declaration of Human Rights (UDHR)?,international_law,"['The UDHR is a multilateral treaty'
 'The UDHR is a UN General Assembly resolution'
 'The UDHR is a UN Security Council resolution'
 'The UDHR is a declaration adopted by several States at an international conference']",1,0.999999999997609,1.0060392791770591e-12,1.1399918529239497e-12,7.287724095049963e-14,4.4202281031743084e-14,1.8426252145289445e-14,8.258073284683705e-14,2.6810038674986364e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Under what circumstances do human rights violations taking place outside the territory of ECHR member States fall within the remit of the ECHR?,international_law,"['The ECHR applies outside Europe where human rights are violated by ECHR member States abroad'
 'The ECHR applies extraterritorially in circumstances where a member State exercises effective control'
 'The ECHR applies extraterritorially where a member State has contributed forces to a UN peacekeeping mission'
 'The ECHR applies extraterritorially where human rights violations are taking place in former colonies of member States']",1,0.9999999999871196,3.978962535280271e-12,3.5114221128849884e-12,1.006039279142493e-12,1.8795288162759897e-12,4.752193062105948e-13,1.658678358682052e-12,3.70101167807461e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What does the principle 'pacta sunt servanda' mean?,international_law,"['Parties to a treaty should be cognizant of its terms and not misinterpret them'
 'Parties to a treaty should safeguard the object and purpose of the treaty'
 'Parties to a treaty should adhere to its terms in good faith'
 'Parties to a treaty should not violate the most important provisions of the treaty']",2,1.783247290338875e-11,3.701011677605256e-13,4.508755241091906e-12,4.752193061503285e-13,0.9999999997579074,1.463778513735378e-12,,,,,,2.1724399344994176e-10,,,,,,,,,,,,,,,,,,,,,,,,,1.9810087975204537e-13,,,,
What was the consequence from the absence of implementing legislation in the Tin Council case?,international_law,"['The International Tin Council was headquartered in London and hence the absence of implementing legislation was inconsequential'
 'The constitutive treaties of international organisations are subject to the doctrine of incorporation'
 ""The absence of implementing legislation with respect to the Council's founding treaty meant that individuals did not derive rights and duties from it in the English legal system""
 'The absence of implementing legislation in England in respect of an international organisation is inconsequential under international law']",2,9.545034921396595e-12,1.9810087977492812e-13,1.0060392791311169e-12,1.7482341280065736e-13,0.9999999998604177,2.5946094978839385e-11,,9.357622967424496e-14,,,,1.0261879630149408e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following statements is true?,international_law,"['The Human Rights Act 1998 incorporates the European Convention on Human Rights into UK law'
 'The Human Rights Act 1998 allows a court to invalidate primary legislation'
 'The Human Rights Act 1998 allows any person with a reasonable case to bring a case before a court'
 'The Human Rights Act 1998 incorporates the EU charter of fundamental rights into UK law']",0,2.68100386776402e-14,0.9999999999958448,1.3615261080806229e-13,1.942112687887141e-15,,,,,,,,,3.978962535810848e-12,2.2007019879607694e-15,3.628344178022978e-15,,,,5.279209628303368e-15,,,,,,,,,,,,,,,,,,,,,,
What forms may the obligation of reparation take?,international_law,"['Reparation may take only the form of pecuniary compensation, including the interest'
 'Reparation denotes only the physical restitution of the wrongful act'
 'Reparation includes restitution, compensation, and satisfaction, either alone or alongside other forms of reparation'
 'The form of reparation is a matter for the responsible State to decide']",2,1.2917800045414237e-12,2.244777054595971e-13,1.0060392790928436e-12,4.193795657585534e-13,0.9999999998242208,3.5114221127116944e-12,,1.3615261078318762e-13,,,,1.6918979222948034e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is jus cogens?,international_law,"['They are peremptory norms of international law, from which no derogations are allowed and which can never be altered even with the consent of the States'
 'They are rules of international law that are laid down in multilateral treaties with a wide participation'
 'They are the decisions of the UN Security Council'
 'They are the rules of international law on which the ICJ founds its decisions']",0,1.9810087979803455e-13,0.9999999999699356,3.266131342674289e-13,,,,,,,,,,2.9400777391826104e-11,1.1176086870506944e-14,5.0087746376699724e-14,,,,5.6756852324360824e-14,,,,,,2.0879679115735932e-14,,,,,,,,,,,,,,,,
What is 'unilateral acts'?,international_law,"['They are acts that States perform as practice in the context of custom'
 'They are acts creating unilateral legal obligations to the acting State'
 'Unilateral acts are simply political acts of State devoid of any legal effect'
 'Unilateral acts are those that State perform in order to be bound by a treaty']",1,0.9999999999788588,3.5114221123752537e-12,1.2256067440604748e-11,1.2917800044176538e-12,6.914400104968608e-13,1.0060392789964516e-12,2.1297851703484908e-12,2.5436656466516135e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Is extra-territorial abduction a ground for refusal of otherwise lawful jurisdiction by English courts?,international_law,"['Such abduction constitutes abuse of process and leads to a stay of proceedings'
 ""Such abduction gives rise to the abductor's liability but does not lead to a stay of proceedings""
 'The stay of proceedings under such circumstances would prevent the administration of justice in respect of international criminals'
 'The courts may, but will seldom, stay proceedings in cases of extra-territorial abduction']",0,0.0259566599480165,1.843375792718188e-05,4.2500847869221824e-09,,8.707490686125256e-06,0.9740161916322476,,,,,,,,,,,,,,2.921037708004229e-09,,,,,,,,,,,,,,,,,,,,,
What is the meaning of 'secondary rules' in the law of international responsibility?,international_law,"['Secondary rules are the rules of interpretation of international law, including the law of international responsibility'
 'Secondary rules are the rules that govern the legal consequences arising from a breach of the primary rules, ie of the international obligations of the States'
 'Secondary rules are the rules that govern exclusively the concept of attribution in the law of international responsibility'
 'Secondary rules are the rules that govern exclusively the law of countermeasures']",1,0.9999999997513545,9.056076975797923e-11,5.4927883425391056e-11,3.331544537062106e-11,2.9400777347799384e-11,1.5737102082751865e-11,1.0815941540714438e-11,1.3887943843686108e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What does the doctrine of incorporation suggest in respect of treaties?,international_law,"['The doctrine of incorporation requires that all treaties undergo legislative transformation before they become domestic law'
 'The doctrine of incorporation does not require any further action at the domestic level'
 'The doctrine of incorporation treats treaties as inferior to domestic law'
 'The doctrine of incorporation suggests that ratified treaties automatically pass into the sphere of domestic law']",3,1.3709565270772249e-06,4.599046793134278e-10,3.331538322838005e-11,2.129781195072153e-12,9.056060083785471e-11,0.9999986284564916,,,,,,,,,,,,,,,,,,,,,,,,1.070921239050967e-12,,,,,,,,,,,
Are the provisional measures issued by the ICJ binding upon the parties?,international_law,"['No, according to the literal interpretation of the relevant provision of the State, the provisional measures are not binding'
 'No, unless the parties have agreed so beforehand'
 'It depends upon the Court whether the provisional measures will be binding'
 'Yes, it has been consistently held by the Court since the La Grand case (2001) that they are binding']",3,5.6756852326019717e-14,1.266416554902556e-14,1.0060392792778661e-12,2.244777055008812e-13,8.878265478411555e-13,0.9999999999977176,,5.0087746378163686e-14,,,,,,,,,,,,,,,,,,,4.420228103617224e-14,,,,,,,,,,,,,,
When are countermeasures illegal?,international_law,"['Countermeasures are illegal when inter alia are disproportionate or in violation of a peremptory norm of international law (e.g. the use of force, human rights)'
 'Countermeasures are illegal when they are taken in the course of an armed conflict'
 'Countermeasures are illegal when they violate bilateral treaties'
 'Countermeasures are illegal when the responsible State does not consent to them']",0,1.5428112031580477e-13,0.9999999999833996,5.384940217635922e-13,,,,,,,,,,1.5737102106517724e-11,2.3659776090828665e-14,7.287724095659846e-14,,,,5.0087746377336436e-14,,,,,,,,,,,,,,,,,,,2.3659776090828665e-14,,,
What is the difference between political and legal means of dispute settlement?,international_law,"['The outcome arising from legal methods, ie arbitration or adjudication by the ICJ, is final and binding upon the parties, whereas this is not the case with diplomatic methods'
 'The political methods are pursued upon the consent of then parties to the dispute, whereas the legal methods not'
 'The political means lead to a final settlement of the dispute, whereas this is not the case with the legal methods'
 'The legal methods of dispute settlement are pursued only in respect of significant disputes, whereas the political means are employed in all disputes']",0,5.6756852325835414e-14,0.9999999999932486,1.201542573166767e-13,,,,,,,,,,6.5602001680969326e-12,,6.778639342750392e-15,1.7139084315271617e-15,,,4.111452592512407e-15,,,,,,,,,,,,,,,,,,,,1.039538011661214e-15,,
What is the rationale for the exhaustion of local remedies in international human rights?,international_law,"['The local remedies rule aims to free up international tribunals to deal with the most serious cases'
 'The local remedies rule aims to dissuade applicants abusing the system from filing unnecessary petitions'
 'The local remedies rule aims on the one hand to restrict the volume of petitions to international tribunals while at the same time building up the capacity of local courts'
 'The local remedies rule helps demonstrate that national courts are always better placed than international ones to deal with cases']",2,1.7832472905047502e-11,1.2917800045615137e-12,1.8795288162124632e-12,6.914400105738634e-13,0.999999999839755,6.560200167013762e-12,,2.244777054630882e-13,,,,1.3176514267805683e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following cases best illustrates the 'living instrument principle' used by the European Court of Human Rights?,international_law,"['Golder v UK (1978)' 'A v UK (2009)' 'Goodwin v UK (2002)'
 'Osman v UK (1998)']",2,2.4133627717041656e-12,1.1176086870296541e-14,4.193795658155293e-13,2.825757286964511e-15,0.999999999947788,8.878265477984917e-13,,,,,,4.8473687060110553e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.628344177853029e-15,
