question,subject,choices,answer,b,a,c,d,'},f,e,i,l,',},''',...',none,,}',s,m,j,ac,abc,ab,bc,g,cd,abcdef,abcd,y
"Is the ICJ hostile to the idea that an armed attack may arise through a series of lower intensity, yet cumulative, instances of armed force?",international_law,"['The ICJ was not hostile to the accumulation theory'
 'The concept of an armed attack refers to a single attack, not multiple smaller instances of armed force'
 'In the Nicaragua case the ICJ dismissed the accumulation theory'
 'The ICJ has never addressed this issue']",0,0.016741066939139272,0.9731671759791335,0.004796395982620941,0.003976351931916254,0.00036410897903975755,6.0377714880271396e-05,0.00011280042174406238,,,6.0377714880271396e-05,,,,,,,,,,,,,,,,,,
Is there any priority among international courts and tribunals?,international_law,"['According to the lis pendens rule, the court or the tribunal that seizes first the dispute has exclusive jurisdiction to adjudicate it'
 'The International Court of Justice has by definition priority over any other court or tribunal'
 'Since there is no lis pendens rule in international law and all depends on the consent of the parties to a dispute, there is no priority or hierarchy among international courts and tribunals'
 'Regional or special courts have priority over all others in line of the principle of lex specialis']",2,0.0035557890830699716,0.002443855714435973,0.9860777788709675,0.006240604189410544,0.0007001763850200932,,7.37980480376472e-05,,,5.399180533009773e-05,,,,0.00017566421686591652,,,,,,,,,,,,,,
Do third States enjoy any fishing rights within the Exclusive Economic Zone of another State?,international_law,"[""When the coastal State cannot harvest the 'total allowable catch', the coastal State is to give other State access to that surplus with priority to be given to developing and land-locked States""
 ""Third States may never have access to fisheries within another State's EEZ""
 'The coastal State is to give access to fisheries within its EEZ only to neighbouring States'
 'Third States are free to fish within another EEZ, except from certain designated areas']",0,0.1903627213582785,0.5174595262842211,0.033080080776386335,0.244430572613876,0.0023963130141148384,,0.000644958898161234,,,0.0007779689325953063,0.0005346897066052105,,,0.00535286531415179,,,,,,,,,,,,,,
What is the purpose of sovereign immunity?,international_law,"['The purpose of immunity is to protect foreign Heads of State from embarrassment'
 'Immunity protects a State from being invaded by another'
 'Immunity shields States from being sued in the courts of other States'
 'The purpose of immunity is to offer impunity in respect of all crimes']",2,0.0001910185688627714,0.00010883909974268822,0.9994604909928959,8.476397610839232e-05,7.480394636641088e-05,,4.634927896091326e-06,,,,3.286656026269923e-06,4.634927896091326e-06,,,,,,,,,,,,,,,,
What is passive personality jurisdiction?,international_law,"['It is jurisdiction based on the nationality of the offender'
 'It is jurisdiction based on where the offence was committed'
 'It is jurisdiction based on the nationality of the victims'
 'It is jurisdiction based on the country where the legal person was Registered']",2,0.6427887854106473,0.07675355306390504,0.2364175873617645,0.04108321645689393,0.0005505152841779311,,0.00022948891322630035,,,0.00016789767558634102,,,,0.00012283656352278012,0.00012283656352278012,,,,,,,,,,,,,
Which of the following types of rights have been described as first generation rights?,international_law,"['Social and economic rights' 'Civil and political rights'
 'Cultural rights' ""People's rights""]",1,0.9998994835656495,4.2644609870262934e-05,1.8923430919386245e-05,1.0128982666391111e-05,6.143538538864029e-06,,7.810632749346853e-07,,,,,,7.337410433575166e-07,,6.276019728895248e-07,,,,,,,,,,,,,
What is the problem of 'fragmentation' of international law?,international_law,"['Fragmentation of international law concerns the possibility of different legal regimes apply the same rules of international law'
 'It is possible for several legal regimes (ie foreign investment law and human rights law) to exist and develop in isolation of each other, ultimately culminating in the production of divergent rules of international law'
 'Fragmentation is when States assume different interpretations of the same rule of international law'
 'Fragmentation is when States disagree to abide by a certain rule of international law']",1,0.9995250637060036,0.0001487871192792198,0.00023044599838614637,5.1419452525465644e-05,1.1473230676751733e-05,1.1010525155699496e-06,3.0879781447753924e-06,1.5049603535058591e-06,,,,,,,,,,,,,,,,,,,,
What is functional (ratione materiae) immunity?,international_law,"['Functional immunity covers the person but not the act'
 'Functional immunity covers the act and incidentally also the person committing the act'
 'Functional immunity covers the State and incidentally also the act'
 'Functional immunity covers both private and public acts as long as they are sanctioned by the State']",1,0.7574173559612932,0.025909729351099003,0.19156113708301464,0.02286525589915005,0.000445801518762236,,0.00019782313045136043,,,0.00011998579381908198,,,,,9.344503018374518e-05,,,,,,,,,,,,,
What is the meaning of implied authorisation?,international_law,"['Presumption of Security Council approval of armed force when a State has been forewarned'
 'Implicit authorisation on the basis of a specific number of votes by UNSC members'
 'Presumption that all unlawful attacks will be subject to armed force by a resolution of the UNSC'
 'In cases of repeated unlawful attacks the UNSC shall authorise neighbouring States to take whatever measures they deem necessary to rectify the situation']",0,0.005165483308328981,0.9844280566068422,0.004022882445468882,0.005853259420175497,0.00011715149249162791,2.5463701078045966e-05,7.368166216303591e-05,,,1.7500928749279115e-05,,,,,,,,,,,,,,,,,,
Which philosopher called the idea of natural rights 'nonsense on stilts'?,international_law,['Alan Gerwith' 'Emmanuel Kant' 'John Locke' 'Jeremy Bentham'],3,0.015438118453399879,0.015438118453399879,0.012798649727786668,0.9552201264411899,0.00016111122328446773,3.377074699826753e-05,0.00018256293343649866,,,3.17246808711415e-05,,,,,,,,,,,,,,3.377074699826753e-05,,,,
Who has the authority to conclude a treaty on the part of States?,international_law,"['Treaties are concluded by the competent representatives of States. Heads of States, heads of governments, ministers of foreign affairs and heads of diplomatic missions are presumed to have such authority'
 'Treaties may only negotiated and concluded by the heads of State and ministers of foreign affairs'
 ""Treaties are negotiated and signed only by the persons that bear the necessary 'full powers' and no person is presumed to hold such authority""
 'Treaties are concluded only by members of the diplomatic missions of States']",0,0.0010950433927111307,0.9956944252846673,0.001496746856389251,0.0013208744647167441,0.00013676667171544187,1.467358985599097e-05,2.7413874929473598e-05,,,,,,,,,,,,,,,,,,,,,
Who is a 'persistent objector'?,international_law,"['The State which persistently objects to the rule in question after its formation'
 'The State which denies to be bound by the rule in question for a short period'
 'The State which persistently and publicly objects to the formation of a rule of customary law from its outset'
 'The State which accepts the formation of a rule of customary law but it retains objections as to its content']",2,0.0020115563177860803,0.005820631202618884,0.9790191289637155,0.012322276352640429,0.0004488388833351939,,3.6842956689008244e-05,,,,1.6348962926181137e-05,,,,,,,,,,,,,,2.6954882930282648e-05,,,
What is the meaning of collective security?,international_law,"['The right to self-defence by more than one nation acting in concert'
 ""The right of one's allies to defend the victim State""
 'The authorisation of armed force by the UN Security Council'
 'The authorisation of peacekeeping missions by the UN General Assembly']",2,0.008473937016560297,0.9796411882963195,0.005139702609017622,0.005139702609017622,0.0004553944031447044,,0.0001286699984878501,,,9.41369818702519e-05,8.843351046274998e-05,,,,,,,,,,,,,,,,,
The European Convention on Human Rights is predominantly concerned with which of the following?,international_law,"['Economic and social rights' 'Environmental rights'
 'Civil and political rights' 'Economic freedom']",2,0.00015840949926250236,4.8312167675210475e-05,0.9997079582188377,2.1438394450060746e-05,3.762555401733093e-05,,1.287475658907011e-06,,,,,9.718376139399033e-07,,,1.3283445233928722e-06,,,,,,,,,,,,,
Is the jurisdiction of international tribunals regulated by the same principles applicable to national courts?,international_law,"['The jurisdictional principles applicable to national courts are also common to international tribunals'
 'The jurisdiction of all international tribunals is regulated by the UN Security Council'
 'International tribunals share some, but not all, of the jurisdictional principles applicable to national courts'
 'The jurisdiction of international tribunals is dictated solely by their founding treaties']",3,0.0014912137658870091,0.0029656326913764107,0.9920130892509156,0.0031568995671558474,0.00020181374114034046,,1.4169548618504061e-05,,,8.07356543701339e-06,1.4169548618504061e-05,,,,,,,,,,,,,,,,,
What is the meaning of collective rights?,international_law,"['Collective rights belong to distinct groups of people'
 'Collective rights are those that belong to particular groups as opposed to the individual members of the group'
 'Minority rights are collective rights'
 ""Collective rights entail a right of the group as such as well as individual rights of the group's members""]",1,0.017686121343155163,0.003482603781545334,0.012155481582546734,0.9657111937536419,0.00034482447039155386,2.6590007999056622e-05,9.879386484195478e-05,,,2.20438908838677e-05,,,,,,2.20438908838677e-05,,,,,,,,,,,,
Are States under any obligation when they conduct negotiations?,international_law,"['States are under no obligation as to how they conduct their negotiation'
 'States are under an obligation so to conduct themselves that the negotiations are meaningful'
 'States are under an obligation to find a solution of the dispute whenever they conduct negotiations'
 'States are under an obligation to inform the UN Secretary-General about the progress of their negotiations']",1,0.9933857339696931,0.0038134880645089506,0.00204121306904918,0.00033321887348465053,0.00012258437296531078,1.0711303136485074e-05,2.130196989558219e-05,1.2137496579437907e-05,,1.3753585473093958e-05,,,,,,,,,,,,,,,,,,
What is the major difference between naturalism and positivism?,international_law,"['On the one hand, naturalism is based on a set of rules that are of universal and objective scope and on the other hand, positivism is based on a structured and coherent legal system that is created by States in light of their interests and desires'
 'While naturalism serves only the theory human rights law, positivism has a wider and more general scope'
 'Naturalism concerns the underpinning values of the international society, while positivism the international rules as such'
 'Naturalism is a school of thought advocated outside of Europe, while positivism is Euro-centric theory']",0,0.005101176534205214,0.016726113923629795,0.9722117752157462,0.005101176534205214,0.000224130054784658,1.9584265928209636e-05,6.032378588576265e-05,,,,,,,0.00011171233876069563,,,,,,,,,,,,,,
What is an 'internationally wrongful conduct'?,international_law,"['An international wrongful conduct is an action or omission which is in breach of a rule of international criminal law'
 'An international wrongful conduct is every breach of an international obligation of the State, whether attributable to it or not'
 'An internationally wrongful conduct consists of an action or omission attributable to the State, which constitutes a breach of an international obligation of the State'
 'An internationally wrongful conduct is the conduct that cannot be excused on grounds of necessity, force majeure etc.']",2,0.000709086503254273,0.0003349485874214306,0.9985350396286651,0.0003146550783946134,3.530332138231061e-05,2.478682204168966e-06,7.3999781659871404e-06,2.8087149052983352e-06,,,,,,,,,,,,,,,,,,,,
What is the effects doctrine?,international_law,"['It posits that jurisdiction exists only when it is effective'
 'The effects doctrine serves to confer jurisdiction on the State which has an effective link with the harmful conduct'
 'The effects doctrine serves to confer jurisdiction on the State sharing the nationality of the offender'
 'The effects doctrine serves to confer jurisdiction to the State on whose territory the conduct produces effects']",3,0.8012323033119365,0.003484839713567068,0.01561796805617356,0.1788291190842176,0.00020928089166665032,,7.699013747418848e-05,,,,,,,,,,,,,,,,,,,,,
Which persons are considered as 'de facto' organs of the State under the law of international responsibility?,international_law,"[""'De facto organs' are the individuals that are empowered by law to exercise elements of governmental authority""
 ""'De facto organs' are the persons, which are, in fact, acting on the instructions of, or under the direction or control of, that State in carrying out the conduct attributable to the State""
 ""'De facto organs' are the de jure organs of the State that act without due authority or ultra vires""
 ""'De facto organs' are the organs, whose acts or omission cannot be attributed to the State""]",1,0.999509904192231,0.00020335818268380087,0.00019103733324317169,1.776923997178092e-05,1.3000253677858304e-05,,3.7246350391057326e-06,2.1222330736734363e-06,1.9936534717436195e-06,,,,,2.1222330736734363e-06,,,,,,,,,,,,,,
What is the fundamental prerequisite for the incorporation of custom under English law?,international_law,"['Custom is incorporated if it is not in conflict with existing legislation'
 'Custom is superior to English law and is always incorporated'
 'Custom must first be recognised by Parliament before the courts can bring it into the domestic sphere'
 'Custom is incorporated with the passing of implementing legislation']",0,0.015100786916380246,0.9346307079229156,0.03196836615284144,0.015100786916380246,0.001002663047360105,,0.0001306474057277938,,,0.00031340683382130005,0.00016775458957880285,,,,,,,,,,,,,,,,,
Was the use of armed force permitted prior to the United Nations Charter?,international_law,"['Armed force was prohibited'
 'Armed force was permitted with no restrictions'
 'Armed force was permitted subject to few restrictions'
 'Armed force was not regulated under international law prior to 1945']",2,0.002690971821789922,0.0017374219913976433,0.09492739368647547,0.9002277013675881,0.00011106961896141592,,3.3874319910535e-05,,,1.703307773330678e-05,,,,,5.2465573023062085e-05,,,,,,,,,,,,,
What is the protective principle of jurisdiction?,international_law,"['It is jurisdiction based on the harm to national interests by conduct committed abroad'
 ""It is jurisdiction in order to protect one's nationals abroad""
 'It is jurisdiction in order to protect international human rights'
 'It is jurisdiction based on the nationality of the offender']",0,0.9502982217467072,0.01442773853377019,0.032553927483101146,0.0015206724536407077,0.00029943816028326384,4.592032914234631e-05,7.11227970989179e-05,,5.539049007486591e-05,,,,,,,,,,,,,,,,,,,
Which one of the following statements is correct?,international_law,"['The Council of Europe was established in 1950 and consists of 27 member states'
 'The Council of Europe was established in 1949 and consists of 47 member states'
 'The Council of Europe was established in 1959 and consists of 34 member states'
 'The Council of Europe was established in 1984 and consists of 19 member states']",1,0.9995912984833363,0.00013978216117907405,9.025014638617526e-05,6.60284176108481e-05,3.584264246420666e-05,,2.9010862018264584e-06,,,,,1.8154533555875153e-06,5.091564848758791e-06,,,,,,,,,,,,,,,
What is the 'equitable result' in the law and practice of maritime delimitation?,international_law,"['It is the only method of delimitation that international courts and tribunals follow'
 'An equitable result is what a judge or the arbitrator would decide ex aequo et bono, i.e. upon their discretion and in light of what they consider as fair and equitable in a delimitation case'
 ""It is the end result that all delimitations of areas of continental shelf and EEZ should achieve, after, however, drawing a provisional 'equidistance line' and adjusting the zone in the light of the relevant circumstances and the proportionality test.""
 'Achieving an equitable result is an old method of delimitation which is currently not applicable']",2,0.0038140445394265203,0.0013180985227425114,0.9935288679632288,0.0009643414797299018,0.0001389265621931996,,3.512613583147156e-05,1.0383265918771824e-05,1.2524609439004507e-05,,,,,,,,,,,,,,,,,,,
What is a derogation?,international_law,"['Derogations are exemptions from particular human rights obligations contained in a treaty'
 'A derogation refers to the ability of rights holders to bring a claim against the State for breach of an obligation'
 'A State may suspend particular rights by means of a derogation in circumstances that threaten its existence'
 'Derogations are enforcement clauses in human rights treaties']",2,0.003316022874966071,0.979029717350339,0.01581986036176424,0.001011329837516359,0.00022609392175720335,,3.460580403225276e-05,,,6.465215348694793e-05,3.9213513306280956e-05,,,,,,,,,,,,,,,,,
What is an act jure gestionis?,international_law,"['Acts jure gestionis are those undertaken by States in a private capacity'
 'All purchases by the State are acts jure gestionis'
 'All acts undertaken by State corporations are jure gestionis'
 'All conduct undertaken by government officials in their free time is considered jus gestionis.']",0,0.009606510660134812,0.9800044014478905,0.006602451783301841,0.0025855572682032665,0.0002976166890492731,4.735613325055306e-05,0.00010671869366802545,,,,,,,5.041034144098953e-05,,,,,,,,,,,,,,
What is the meaning of cultural relativism?,international_law,"['Culture relativism posits that human rights apply equally to all without restrictions'
 'Culture relativism posits that human rights have a cultural origin'
 'Cultural relativism posits that the application of human rights is relative to the laws in each nation'
 'Cultural relativism posits that local culture should validate the existence and practice of all human rights']",3,0.02320569307353392,0.02320569307353392,0.4117831662306136,0.5281591084454749,0.0014834903260103319,,0.0021584656880141895,,,0.0019048392840076498,,,,0.0010195869962570253,0.0005457455921159217,,,,,,,,,,,,,
Is recognition of governments prevalent in contemporary international practice?,international_law,"['Recognition of governments is very prevalent in contemporary practice'
 'Recognition of governments has largely been replaced by functional Recognition'
 'Government recognition is common in respect of rebel entities'
 'Only democratic governments are recognised in contemporary practice']",1,0.003365213283138622,0.9933894107618049,0.00217274499737402,0.0005493559669228321,0.00018487717408480884,,2.0010299174081233e-05,,,1.3752864087745878e-05,1.2136859959102654e-05,,,,,,,,,,,,,,,,,
What is the legal nature of the Universal Declaration of Human Rights (UDHR)?,international_law,"['The UDHR is a multilateral treaty'
 'The UDHR is a UN General Assembly resolution'
 'The UDHR is a UN Security Council resolution'
 'The UDHR is a declaration adopted by several States at an international conference']",1,0.9975826220553619,0.000859579984912732,0.000754092673129709,0.0005517059853358464,3.526940047521652e-05,,1.773456829504218e-05,7.392867957597724e-06,,,,,,8.917500960429479e-06,,,,,,,,,,,,,,
Under what circumstances do human rights violations taking place outside the territory of ECHR member States fall within the remit of the ECHR?,international_law,"['The ECHR applies outside Europe where human rights are violated by ECHR member States abroad'
 'The ECHR applies extraterritorially in circumstances where a member State exercises effective control'
 'The ECHR applies extraterritorially where a member State has contributed forces to a UN peacekeeping mission'
 'The ECHR applies extraterritorially where human rights violations are taking place in former colonies of member States']",1,0.9983009483710175,0.0006256192560850482,0.0007546408713100362,0.00014859752729037232,6.593975301980258e-05,,8.649413300462528e-06,3.959989968702872e-06,,,,,,4.48725650719581e-06,,,,,,,,,,,,,,
What does the principle 'pacta sunt servanda' mean?,international_law,"['Parties to a treaty should be cognizant of its terms and not misinterpret them'
 'Parties to a treaty should safeguard the object and purpose of the treaty'
 'Parties to a treaty should adhere to its terms in good faith'
 'Parties to a treaty should not violate the most important provisions of the treaty']",2,0.0014089575607695707,0.0006252211276098966,0.9976607839415905,0.00010206454337371929,8.461447839059973e-05,,8.377967902380607e-06,,,,,3.957471817022398e-06,,,,4.212706820543935e-06,,,,,,,,,,,,
What was the consequence from the absence of implementing legislation in the Tin Council case?,international_law,"['The International Tin Council was headquartered in London and hence the absence of implementing legislation was inconsequential'
 'The constitutive treaties of international organisations are subject to the doctrine of incorporation'
 ""The absence of implementing legislation with respect to the Council's founding treaty meant that individuals did not derive rights and duties from it in the English legal system""
 'The absence of implementing legislation in England in respect of an international organisation is inconsequential under international law']",2,0.0010973396342605593,0.00048694151094847923,0.9977263271537351,0.0005873635802048133,3.997057419666556e-05,2.326566413236426e-06,7.870672723938949e-06,3.280984527929737e-06,,,,,,,,,,,,,,,,,,,,
Which of the following statements is true?,international_law,"['The Human Rights Act 1998 incorporates the European Convention on Human Rights into UK law'
 'The Human Rights Act 1998 allows a court to invalidate primary legislation'
 'The Human Rights Act 1998 allows any person with a reasonable case to bring a case before a court'
 'The Human Rights Act 1998 incorporates the EU charter of fundamental rights into UK law']",0,0.521903171326101,0.4606659673884148,0.00200367291918666,0.00047591403296460324,0.00015450666505242142,,,,,,,,,,,,,,,,0.00291532689511958,0.010831753463811591,,,,0.00012809052428140342,9.371302948424406e-05,
What forms may the obligation of reparation take?,international_law,"['Reparation may take only the form of pecuniary compensation, including the interest'
 'Reparation denotes only the physical restitution of the wrongful act'
 'Reparation includes restitution, compensation, and satisfaction, either alone or alongside other forms of reparation'
 'The form of reparation is a matter for the responsible State to decide']",2,0.00014850699985746705,0.00016828047715808418,0.997718817973226,0.0018091847661990557,0.00010206726882744954,,7.87058265175319e-06,,,,,,,,2.400392088500919e-06,,,,,,,,,,3.492549880486291e-06,,,
What is jus cogens?,international_law,"['They are peremptory norms of international law, from which no derogations are allowed and which can never be altered even with the consent of the States'
 'They are rules of international law that are laid down in multilateral treaties with a wide participation'
 'They are the decisions of the UN Security Council'
 'They are the rules of international law on which the ICJ founds its decisions']",0,0.00010887335816101709,0.999714420132082,3.762562578244839e-05,1.8919352784332644e-05,3.537293722281286e-05,,2.9013767189688375e-06,,,2.4053257828358786e-06,,,,,,,,,,,,,,,,,,
What is 'unilateral acts'?,international_law,"['They are acts that States perform as practice in the context of custom'
 'They are acts creating unilateral legal obligations to the acting State'
 'Unilateral acts are simply political acts of State devoid of any legal effect'
 'Unilateral acts are those that State perform in order to be bound by a treaty']",1,0.9688716272012058,0.007396391174984809,0.021432394865645486,0.001065551176814009,0.0003682446331044342,3.217685744235533e-05,6.0114283839553255e-05,,,4.983649172155113e-05,,,,,,,,,,,,,,,,,,
Is extra-territorial abduction a ground for refusal of otherwise lawful jurisdiction by English courts?,international_law,"['Such abduction constitutes abuse of process and leads to a stay of proceedings'
 ""Such abduction gives rise to the abductor's liability but does not lead to a stay of proceedings""
 'The stay of proceedings under such circumstances would prevent the administration of justice in respect of international criminals'
 'The courts may, but will seldom, stay proceedings in cases of extra-territorial abduction']",0,0.03254779258736743,0.8396521211299239,0.011973666603148981,0.11360295863824663,0.0006755080454549727,,0.00011738564091736438,,,0.00012495636431305592,8.588116950906218e-05,,,,9.142002906778212e-05,,,,,,,,,,,,,
What is the meaning of 'secondary rules' in the law of international responsibility?,international_law,"['Secondary rules are the rules of interpretation of international law, including the law of international responsibility'
 'Secondary rules are the rules that govern the legal consequences arising from a breach of the primary rules, ie of the international obligations of the States'
 'Secondary rules are the rules that govern exclusively the concept of attribution in the law of international responsibility'
 'Secondary rules are the rules that govern exclusively the law of countermeasures']",1,0.9966731390383794,0.00149836927173576,0.001322306241234744,0.00027717044546376893,5.4578096733363444e-05,7.862720322201413e-06,2.0078159726470663e-05,1.009593273801384e-05,9.484251095376422e-06,,,,,,,,,,,,,,,,,,,
What does the doctrine of incorporation suggest in respect of treaties?,international_law,"['The doctrine of incorporation requires that all treaties undergo legislative transformation before they become domestic law'
 'The doctrine of incorporation does not require any further action at the domestic level'
 'The doctrine of incorporation treats treaties as inferior to domestic law'
 'The doctrine of incorporation suggests that ratified treaties automatically pass into the sphere of domestic law']",3,0.0003351214446484263,0.00021637066691164282,0.0003351214446484263,0.9989905123759698,9.019671320797323e-05,1.1004761914730044e-06,4.7802506743868995e-06,,,1.5519201760311222e-06,,,,,,2.1212233782724545e-06,,,,,,,,,,,,
Are the provisional measures issued by the ICJ binding upon the parties?,international_law,"['No, according to the literal interpretation of the relevant provision of the State, the provisional measures are not binding'
 'No, unless the parties have agreed so beforehand'
 'It depends upon the Court whether the provisional measures will be binding'
 'Yes, it has been consistently held by the Court since the La Grand case (2001) that they are binding']",3,0.012581607223381407,0.022081413614059502,0.025021519678300283,0.9389875931397171,0.00045828500961143037,,5.473436510940815e-05,3.53391621778556e-05,,4.262716640812325e-05,,,,,,,,,,,,,,,,,,3.53391621778556e-05
When are countermeasures illegal?,international_law,"['Countermeasures are illegal when inter alia are disproportionate or in violation of a peremptory norm of international law (e.g. the use of force, human rights)'
 'Countermeasures are illegal when they are taken in the course of an armed conflict'
 'Countermeasures are illegal when they violate bilateral treaties'
 'Countermeasures are illegal when the responsible State does not consent to them']",0,0.0010305529278034186,0.9974576468310236,0.0005181945548699661,0.0005516152323004856,7.194923487288298e-05,1.4700048017791984e-05,5.813981774098385e-05,,,,,,,,,,,,,,,,,,,,,
What is the difference between political and legal means of dispute settlement?,international_law,"['The outcome arising from legal methods, ie arbitration or adjudication by the ICJ, is final and binding upon the parties, whereas this is not the case with diplomatic methods'
 'The political methods are pursued upon the consent of then parties to the dispute, whereas the legal methods not'
 'The political means lead to a final settlement of the dispute, whereas this is not the case with the legal methods'
 'The legal methods of dispute settlement are pursued only in respect of significant disputes, whereas the political means are employed in all disputes']",0,0.0016959919052090308,0.9956713366904248,0.001320839823859557,0.0008011298497402557,0.00010842118682314076,,3.988592561964157e-05,1.884077718783461e-05,,2.005590291815595e-05,,,,,,,,,,,,,,,,,,
What is the rationale for the exhaustion of local remedies in international human rights?,international_law,"['The local remedies rule aims to free up international tribunals to deal with the most serious cases'
 'The local remedies rule aims to dissuade applicants abusing the system from filing unnecessary petitions'
 'The local remedies rule aims on the one hand to restrict the volume of petitions to international tribunals while at the same time building up the capacity of local courts'
 'The local remedies rule helps demonstrate that national courts are always better placed than international ones to deal with cases']",2,0.0016888402210044613,0.0016888402210044613,0.991430826749222,0.0048868212138526495,9.527789093980578e-05,8.862224358835337e-06,3.5050777274929375e-05,,1.2497739518182406e-05,,,,,,,,,,,,,,,,,,,
Which of the following cases best illustrates the 'living instrument principle' used by the European Court of Human Rights?,international_law,"['Golder v UK (1978)' 'A v UK (2009)' 'Goodwin v UK (2002)'
 'Osman v UK (1998)']",2,0.02563825809675189,0.9622435733693432,0.010040086128880039,0.0013587778999719663,0.00011872868971540875,2.4886885345879107e-05,5.9700534400021204e-05,,,,,,,,,,,,,,,,,4.367784402352214e-05,,,,
Is the recognition of foreign judgments subject to the same rules as those applicable to the incorporation and transformation of treaties?,international_law,"['Foreign judgments are enforced on the basis of the doctrine of incorporation'
 'Foreign judgments are enforced on the basis of the doctrine of transformation'
 'The recognition of foreign judgments is dependent on the existence of appropriate bilateral or multilateral treaties'
 'The courts exercise discretion as to the enforcement of foreign judgments on the basis of the rule of comity']",2,0.007375362160497099,0.006928511556551194,0.018833647062441606,0.9660382043744483,0.00020922301978442757,2.3474172245089132e-05,7.230554086372755e-05,,,,,,,7.051222829042403e-05,,,,,,,,,,,,,,
What was the most important finding by the House of Lords in the Pinochet case?,international_law,"['The Pinochet case confirmed that former heads of State enjoy absolute immunity'
 'The Pinochet case confirmed that all public acts enjoy immunity'
 'The Pinochet case confirmed that former heads of State cease to enjoy personal immunity once removed from office'
 'The Pinochet case confirmed that in respect of immunities there is no difference between a current and a former head of State']",2,0.002303652542706853,0.0021640812908022963,0.9894167932851461,0.0055261751705839544,0.0001567655229080876,,7.88266552553134e-05,1.9930499653393534e-05,,,,,,3.723507540705678e-05,,,,,,,,,,,,,,
Which one of the statements below is false?,international_law,"['The war crimes trials at Nuremberg and Tokyo took place immediately after the First World War'
 ""The war crimes trials introduced a 'crime against humanity' as an offence""
 'The war crimes trials held individuals legally responsible for acts such as war crimes and crimes against humanity'
 'The war crimes trials found that ""superior orders"" could not be used as a defence for war crimes or crimes against humanity']",0,0.0001910710408852646,0.9996548303339328,5.1426073002153576e-05,1.7772375270892684e-05,2.3997930068261136e-05,,2.189986327593851e-06,1.9326561508041863e-06,,,,,,,,,,,,,,,,,,,,
Which State exercises jurisdiction over vessels on the high seas?,international_law,"['All States may exercise jurisdiction over foreign vessels on the high seas'
 'States may exercise jurisdiction over foreign vessels on the high seas only in cases of criminal activity that concerns them'
 'The flag State is to exercise exclusive jurisdiction over its vessels on the high seas, with the exception of specific cases, such as piracy'
 'The flag State is the only State to exercise exclusive jurisdiction over its vessels on the high seas with no exception']",2,0.001904263510016776,0.00664653273133862,0.9865118104441948,0.004568090687382311,0.0001009223168427477,1.4539238249362461e-05,3.487781942949705e-05,,1.5476938553332938e-05,,,,,,,,,,,,,,,,,,,
Should treaties assume a particular form?,international_law,"['Treaties should always be designated as such and assume a particular form'
 'Treaties should always assume a particular form, no matter how they are designated'
 'Treaties do not have to assume a particular form or designated as such'
 'Treaties have to be designated as such, no matter what form they assume']",2,0.026339392072799995,0.5996485211810525,0.32087948485548684,0.04920846276123091,0.0015818034434963103,,0.00016672077685511748,,,0.0002278802833875447,0.0001471305691711387,,,0.00016672077685511748,,,,,,,,,,,,,,
What is the fundamental premise of monist theory?,international_law,"['Monism posits that international law is superior to domestic laws'
 'Monism posits that international and domestic law are part of the same legal order'
 'Monism posits that domestic laws are superior to international law'
 'Monism posits that domestic and international law never clash']",1,0.9995051746663051,0.00013130216838101976,0.0002958940040831543,9.511497175591447e-06,1.6693197412686497e-05,,2.3308926268827364e-06,,,,,,1.328102585089727e-06,,1.172046417656278e-06,,,,,,,,,,,,,
Where do we find the 'general principles of law recognized by civilized nations' (article 38 ICJ Statute)?,international_law,"['We look for established principles of law recognized only among the most civilised nations'
 'We look for established principles of law, which are common to all major legal systems'
 'We look for general principles of international law recognized by international courts and tribunals'
 'We look for general principles of law recognized by all nations']",1,0.012259414280892637,0.005440082110315684,0.9740827412691867,0.006985203698513624,0.00034777281410135387,,9.360182773547153e-05,,,,,,,0.0001241388823290986,,,,,,,,,,,,,,
When does an illegal act of violence on the high seas fall short of qualifying as piracy?,international_law,"['When it is committed against a public vessel of another State'
 ""When it is committed for 'private ends'""
 'When it is committed by a warship even when its crew has mutinied and taken control of the ship'
 ""When it is not committed against another vessel and when it is not committed for 'private ends'""]",3,0.02077275341647787,0.04983124495845939,0.04397591932777465,0.8834114633307059,0.00031541759998438175,0.00013148561777163724,0.00043112474297263243,,5.834638920051306e-05,,,,,,,,,,,,,,,7.037917959814847e-05,,,,
"What is the meaning of ""armed attack"" in Article 51 UN Charter?",international_law,"['Armed attack includes all types of armed force'
 'Armed attack includes all high intensity instances of armed force'
 'Armed attack includes terrorist attacks'
 'An ""armed attack"" gives the right to invade the aggressor State']",1,0.7707731039901535,0.07166582857984495,0.15171656029409286,0.0004536243007853936,0.00090213964408498,,,,,0.0006200309053519102,,,,0.0011772766905020268,0.0002751370464170468,,,,,,,,,,,,,
Who is an 'injured State' in the law of international responsibility?,international_law,"[""A State is 'injured' in case that it has suffered a damage from the internationally wrongful conduct""
 ""A State is 'injured' in cases that there has been a violation of a peremptory norm of international law""
 ""A State is 'injured' should it acknowledge the existence of the internationally wrongful conduct""
 ""A State is 'injured' if the obligation breached was owed to it individually or if it was owed to a group of States, including that State, and it was specially affected""]",3,0.010693937272924241,0.13037524661865801,0.008328446722269883,0.8496116269194933,0.00023625984792856677,3.62316211458732e-05,0.00017285139723709631,,,,,,,,,,,,,,,,,,,,,
