question,subject,choices,answer,b,c,a,d,the,flag,s,f,option,Ð°,ab,bc,e,unc,sol,3,cd,1,2,un,h,ac,yes,4,none,true,false,no,ter,',correct,(,abc,v,good,all,not,Ñ,an,p,before,rec,j,g,when,cho
What are self-executing treaties?,international_law,"['Self-executing treaties are adopted only by the executive'
 'Self-executive treaties are clear and precise enough so as not to require any further implementing measures'
 'Self-executing rely on implementing measures stipulated in the treaty Itself'
 'Self-executing treaties follow the doctrine of transformation']",1,0.19995392585392,0.0087849104292791,0.7908460747919592,0.0003006032477652,,,,,,,1.028607749690164e-05,7.069510784433576e-06,,,,,,,,,,4.5644192205356295e-06,,,,,,,,,,,,,,,,,,,,,,,,
"Is the ICJ hostile to the idea that an armed attack may arise through a series of lower intensity, yet cumulative, instances of armed force?",international_law,"['The ICJ was not hostile to the accumulation theory'
 'The concept of an armed attack refers to a single attack, not multiple smaller instances of armed force'
 'In the Nicaragua case the ICJ dismissed the accumulation theory'
 'The ICJ has never addressed this issue']",0,0.1803401668836076,0.0089890949975302,0.8082743303344647,0.0022694327588491,,,,6.785481073502171e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Is there any priority among international courts and tribunals?,international_law,"['According to the lis pendens rule, the court or the tribunal that seizes first the dispute has exclusive jurisdiction to adjudicate it'
 'The International Court of Justice has by definition priority over any other court or tribunal'
 'Since there is no lis pendens rule in international law and all depends on the consent of the parties to a dispute, there is no priority or hierarchy among international courts and tribunals'
 'Regional or special courts have priority over all others in line of the principle of lex specialis']",2,0.0002452312988551,0.999355934101624,4.536322896330357e-05,0.0003351914436384,,,1.0022042679784832e-06,,,,,,1.5522443356655169e-06,,,1.1356462159167893e-06,,,,,,,,,,,,,,,,,,,,,,1.0668408899669248e-06,,,,,,,,
Do third States enjoy any fishing rights within the Exclusive Economic Zone of another State?,international_law,"[""When the coastal State cannot harvest the 'total allowable catch', the coastal State is to give other State access to that surplus with priority to be given to developing and land-locked States""
 ""Third States may never have access to fisheries within another State's EEZ""
 'The coastal State is to give access to fisheries within its EEZ only to neighbouring States'
 'Third States are free to fish within another EEZ, except from certain designated areas']",0,0.1551648966870317,0.328544946261545,0.0940891748682199,0.4217338472866503,,,,,,,,,,,,,,,,,,,,,0.0001590539024939,,3.8072739173566665e-05,,,,,,,,,,,,,,,,,,,
What is the purpose of sovereign immunity?,international_law,"['The purpose of immunity is to protect foreign Heads of State from embarrassment'
 'Immunity protects a State from being invaded by another'
 'Immunity shields States from being sued in the courts of other States'
 'The purpose of immunity is to offer impunity in respect of all crimes']",2,0.0059037821320599,0.9929716446803388,5.787864342936472e-05,0.0010259235023603,,,,,,,,2.3889369204927845e-06,1.860505944387971e-06,,,,2.7070201759306263e-06,,3.700057883984945e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is passive personality jurisdiction?,international_law,"['It is jurisdiction based on the nationality of the offender'
 'It is jurisdiction based on where the offence was committed'
 'It is jurisdiction based on the nationality of the victims'
 'It is jurisdiction based on the country where the legal person was Registered']",2,0.8328126411973463,0.0104868634656203,0.1447303375126761,0.0118820413733828,,,,,,,,,6.9932682275106335e-06,,,,,,,,,,,,1.1529950078408164e-05,,,,,,,,,,,,,,,,,,,,,
Which of the following types of rights have been described as first generation rights?,international_law,"['Social and economic rights' 'Civil and political rights'
 'Cultural rights' ""People's rights""]",1,0.9934851027070092,0.0003785061149807,0.0059076811228855,0.0002151652555447,,,,5.677389070225914e-07,,,,,,,,,,,6.433324642385001e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the problem of 'fragmentation' of international law?,international_law,"['Fragmentation of international law concerns the possibility of different legal regimes apply the same rules of international law'
 'It is possible for several legal regimes (ie foreign investment law and human rights law) to exist and develop in isolation of each other, ultimately culminating in the production of divergent rules of international law'
 'Fragmentation is when States assume different interpretations of the same rule of international law'
 'Fragmentation is when States disagree to abide by a certain rule of international law']",1,0.9963059119195872,0.0011663448258219,0.0023195536575654,0.0001788647720936,,,,,,,6.252398500210005e-07,,7.084895688470312e-07,,,,,9.38596182526932e-07,2.11515914846996e-06,,,,,,,,,,,8.283082238577432e-07,,,,,,,,,,,,,,,,
What is functional (ratione materiae) immunity?,international_law,"['Functional immunity covers the person but not the act'
 'Functional immunity covers the act and incidentally also the person committing the act'
 'Functional immunity covers the State and incidentally also the act'
 'Functional immunity covers both private and public acts as long as they are sanctioned by the State']",1,0.1903173825828712,0.5173559221866431,0.1903009655047145,0.1018503462979983,,,,,,,,,1.8288277824489148e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the meaning of implied authorisation?,international_law,"['Presumption of Security Council approval of armed force when a State has been forewarned'
 'Implicit authorisation on the basis of a specific number of votes by UNSC members'
 'Presumption that all unlawful attacks will be subject to armed force by a resolution of the UNSC'
 'In cases of repeated unlawful attacks the UNSC shall authorise neighbouring States to take whatever measures they deem necessary to rectify the situation']",0,0.8231305418176411,0.0103607538243491,0.1620824103539197,0.00431900476461,,,,3.4756473622845737e-06,,,,,1.5576770795900097e-05,,,,,,,,,,,,7.357945523696241e-06,,,,,,,,,,,,,,,,,,,,,
Which philosopher called the idea of natural rights 'nonsense on stilts'?,international_law,['Alan Gerwith' 'Emmanuel Kant' 'John Locke' 'Jeremy Bentham'],3,0.6120603077005485,0.0077014706483503,0.1547469929926185,0.2251454931881824,,,,4.041362819868903e-05,,,,,7.550259750736964e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Who has the authority to conclude a treaty on the part of States?,international_law,"['Treaties are concluded by the competent representatives of States. Heads of States, heads of governments, ministers of foreign affairs and heads of diplomatic missions are presumed to have such authority'
 'Treaties may only negotiated and concluded by the heads of State and ministers of foreign affairs'
 ""Treaties are negotiated and signed only by the persons that bear the necessary 'full powers' and no person is presumed to hold such authority""
 'Treaties are concluded only by members of the diplomatic missions of States']",0,0.1133517021777153,0.0417135158031504,0.8373710583117426,0.007242517947448,,,2.3051358033255577e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Who is a 'persistent objector'?,international_law,"['The State which persistently objects to the rule in question after its formation'
 'The State which denies to be bound by the rule in question for a short period'
 'The State which persistently and publicly objects to the formation of a rule of customary law from its outset'
 'The State which accepts the formation of a rule of customary law but it retains objections as to its content']",2,0.1246106332866108,0.1412756923288689,0.434974158976716,0.2988977030715618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the meaning of collective security?,international_law,"['The right to self-defence by more than one nation acting in concert'
 ""The right of one's allies to defend the victim State""
 'The authorisation of armed force by the UN Security Council'
 'The authorisation of peacekeeping missions by the UN General Assembly']",2,0.0040676603017308,0.0001787205206797,0.9954601902059173,0.000260036823205,4.762740551597958e-06,,1.752114332566424e-06,,,,,,1.5462354714639449e-06,,,,,1.752114332566424e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The European Convention on Human Rights is predominantly concerned with which of the following?,international_law,"['Economic and social rights' 'Environmental rights'
 'Civil and political rights' 'Economic freedom']",2,0.0059069472005557,0.9934655932097122,0.0002940895841194,0.0003130567327205,,,,,,,,9.96390957121161e-07,9.96390957121161e-07,,,,2.7084714327833684e-06,,1.1290588717116183e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
Is the jurisdiction of international tribunals regulated by the same principles applicable to national courts?,international_law,"['The jurisdictional principles applicable to national courts are also common to international tribunals'
 'The jurisdiction of all international tribunals is regulated by the UN Security Council'
 'International tribunals share some, but not all, of the jurisdictional principles applicable to national courts'
 'The jurisdiction of international tribunals is dictated solely by their founding treaties']",3,0.2403423319056582,0.0153676227201737,0.740303344260739,0.0038841564927729,,,,,,,6.216211536243384e-06,,,,,,,4.547877512754074e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the meaning of collective rights?,international_law,"['Collective rights belong to distinct groups of people'
 'Collective rights are those that belong to particular groups as opposed to the individual members of the group'
 'Minority rights are collective rights'
 ""Collective rights entail a right of the group as such as well as individual rights of the group's members""]",1,0.0142532492722177,0.0929527511712575,0.011096719161719,0.8815962668835251,,,,,,,,,2.750600366007862e-05,,,3.962615534528892e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Are States under any obligation when they conduct negotiations?,international_law,"['States are under no obligation as to how they conduct their negotiation'
 'States are under an obligation so to conduct themselves that the negotiations are meaningful'
 'States are under an obligation to find a solution of the dispute whenever they conduct negotiations'
 'States are under an obligation to inform the UN Secretary-General about the progress of their negotiations']",1,0.7310658277374522,0.0989480307510952,0.1631269159920194,0.0067322111961768,,,,,,,,,,,,,,,,,,,,,9.508241290446922e-06,,,,,,,,,,,,,,,,,,,,,
What is the major difference between naturalism and positivism?,international_law,"['On the one hand, naturalism is based on a set of rules that are of universal and objective scope and on the other hand, positivism is based on a structured and coherent legal system that is created by States in light of their interests and desires'
 'While naturalism serves only the theory human rights law, positivism has a wider and more general scope'
 'Naturalism concerns the underpinning values of the international society, while positivism the international rules as such'
 'Naturalism is a school of thought advocated outside of Europe, while positivism is Euro-centric theory']",0,0.2515787393638846,0.0561444940315909,0.4700186849734543,0.2220174582447654,,,,,,,,,2.4176653099434204e-05,,,,,,,,,,,,2.133582147511294e-05,,,,,,,,,,,,,,,,,,,,,
What is an 'internationally wrongful conduct'?,international_law,"['An international wrongful conduct is an action or omission which is in breach of a rule of international criminal law'
 'An international wrongful conduct is every breach of an international obligation of the State, whether attributable to it or not'
 'An internationally wrongful conduct consists of an action or omission attributable to the State, which constitutes a breach of an international obligation of the State'
 'An internationally wrongful conduct is the conduct that cannot be excused on grounds of necessity, force majeure etc.']",2,0.7410496445546301,0.1873802995780469,0.0608412232518138,0.0105694902469296,,,,,,,,,7.0514047429811255e-06,,,,,,1.0259733362035603e-05,,,,,,,,,,,,,,,,,,,,1.1625800988068752e-05,,,,,,,
What is the effects doctrine?,international_law,"['It posits that jurisdiction exists only when it is effective'
 'The effects doctrine serves to confer jurisdiction on the State which has an effective link with the harmful conduct'
 'The effects doctrine serves to confer jurisdiction on the State sharing the nationality of the offender'
 'The effects doctrine serves to confer jurisdiction to the State on whose territory the conduct produces effects']",3,0.6040879719041411,0.2222962128803925,0.0386106673462458,0.1347918911619564,,,,,,,,1.4677032740972956e-05,2.1354956630185897e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which persons are considered as 'de facto' organs of the State under the law of international responsibility?,international_law,"[""'De facto organs' are the individuals that are empowered by law to exercise elements of governmental authority""
 ""'De facto organs' are the persons, which are, in fact, acting on the instructions of, or under the direction or control of, that State in carrying out the conduct attributable to the State""
 ""'De facto organs' are the de jure organs of the State that act without due authority or ultra vires""
 ""'De facto organs' are the organs, whose acts or omission cannot be attributed to the State""]",1,0.997568503315122,0.0021823657470898,0.000216044677889,1.3811274182541844e-05,,,,,,,6.068250370130216e-07,5.080883828139063e-06,,,,,,,,,,,,,,,,,,4.4396268111485094e-07,,,,,,,,,,,,,,,,
What is the fundamental prerequisite for the incorporation of custom under English law?,international_law,"['Custom is incorporated if it is not in conflict with existing legislation'
 'Custom is superior to English law and is always incorporated'
 'Custom must first be recognised by Parliament before the courts can bring it into the domestic sphere'
 'Custom is incorporated with the passing of implementing legislation']",0,0.382368958700268,0.0517480113265894,0.382368958700268,0.180618306896417,4.718806703151451e-05,,,,,,,,5.6919673865117706e-05,,,,,,,,,,,,0.0018267453766403,,,,,,,,,,,,0.0004237908599962,,,,,,,,,
Was the use of armed force permitted prior to the United Nations Charter?,international_law,"['Armed force was prohibited'
 'Armed force was permitted with no restrictions'
 'Armed force was permitted subject to few restrictions'
 'Armed force was not regulated under international law prior to 1945']",2,0.8896325069821934,0.0111963977564299,0.0344873247941237,0.0644538132424339,,,,,,,,,,,,,,,,,,,,,5.184958339452738e-05,1.0209788324855948e-05,,,,,,,,,,,,,,8.464211811763874e-06,7.951391142391099e-06,,,,,
What is the protective principle of jurisdiction?,international_law,"['It is jurisdiction based on the harm to national interests by conduct committed abroad'
 ""It is jurisdiction in order to protect one's nationals abroad""
 'It is jurisdiction in order to protect international human rights'
 'It is jurisdiction based on the nationality of the offender']",0,0.3635431745827612,0.1946144217778631,0.4119374166678431,0.0298386717802868,,,,,,,,,1.4564120713726615e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which one of the following statements is correct?,international_law,"['The Council of Europe was established in 1950 and consists of 27 member states'
 'The Council of Europe was established in 1949 and consists of 47 member states'
 'The Council of Europe was established in 1959 and consists of 34 member states'
 'The Council of Europe was established in 1984 and consists of 19 member states']",1,0.9392946447188936,0.000108886856862,0.0600508401139556,0.0005194703888147,,,,,,,8.84979615726842e-07,,,,,,,1.5531875958963294e-06,,,,,,,,,,,,,1.209623715940854e-06,,,,,,,,,,,,,,,
What is the 'equitable result' in the law and practice of maritime delimitation?,international_law,"['It is the only method of delimitation that international courts and tribunals follow'
 'An equitable result is what a judge or the arbitrator would decide ex aequo et bono, i.e. upon their discretion and in light of what they consider as fair and equitable in a delimitation case'
 ""It is the end result that all delimitations of areas of continental shelf and EEZ should achieve, after, however, drawing a provisional 'equidistance line' and adjusting the zone in the light of the relevant circumstances and the proportionality test.""
 'Achieving an equitable result is an old method of delimitation which is currently not applicable']",2,0.0004302262841634,0.9989781066667072,0.0002609453075309,0.0003147601233882,,,3.923154025656129e-07,,,,,,1.3693153024486943e-06,,,1.4576285519680678e-06,5.362315771335514e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is a derogation?,international_law,"['Derogations are exemptions from particular human rights obligations contained in a treaty'
 'A derogation refers to the ability of rights holders to bring a claim against the State for breach of an obligation'
 'A State may suspend particular rights by means of a derogation in circumstances that threaten its existence'
 'Derogations are enforcement clauses in human rights treaties']",2,0.3429461409900141,0.0091410174297739,0.6407385882733548,0.0071167887630493,,,,,,,,,4.460279398193512e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is an act jure gestionis?,international_law,"['Acts jure gestionis are those undertaken by States in a private capacity'
 'All purchases by the State are acts jure gestionis'
 'All acts undertaken by State corporations are jure gestionis'
 'All conduct undertaken by government officials in their free time is considered jus gestionis.']",0,0.6916607895477667,0.0126710551731684,0.2883469131973551,0.0072174751073166,,,,,,,,,4.815119866987524e-06,,,,,,,,,,,,1.3088852836284322e-05,,,,,,,,,,,,,,,,,,,,,
What is the meaning of cultural relativism?,international_law,"['Culture relativism posits that human rights apply equally to all without restrictions'
 'Culture relativism posits that human rights have a cultural origin'
 'Cultural relativism posits that the application of human rights is relative to the laws in each nation'
 'Cultural relativism posits that local culture should validate the existence and practice of all human rights']",3,0.0059668235531988,0.1057667621435401,0.0031912424007028,0.8849871329503085,,,,,,,,,3.773792614286744e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Is recognition of governments prevalent in contemporary international practice?,international_law,"['Recognition of governments is very prevalent in contemporary practice'
 'Recognition of governments has largely been replaced by functional Recognition'
 'Government recognition is common in respect of rebel entities'
 'Only democratic governments are recognised in contemporary practice']",1,0.0011689416265126,0.0002031315961024,0.9984834509375836,9.59525718037099e-05,,,,,,1.5509288750698623e-06,1.5509288750698623e-06,,,,,,,,,,,,,,,1.99143209506463e-06,,,,,,,,,,,,,,,,2.1198684305074827e-06,,,,
What is the legal nature of the Universal Declaration of Human Rights (UDHR)?,international_law,"['The UDHR is a multilateral treaty'
 'The UDHR is a UN General Assembly resolution'
 'The UDHR is a UN Security Council resolution'
 'The UDHR is a declaration adopted by several States at an international conference']",1,6.602715823073796e-05,0.0001686062552038,0.0001233549714453,0.9996323594047232,,,,4.179331220861446e-07,,,,,4.220975007247935e-06,,,,,,,,,,,3.254866427521664e-07,,,,,,3.926118342701433e-07,,,,,,,,,,,,,,,,
Under what circumstances do human rights violations taking place outside the territory of ECHR member States fall within the remit of the ECHR?,international_law,"['The ECHR applies outside Europe where human rights are violated by ECHR member States abroad'
 'The ECHR applies extraterritorially in circumstances where a member State exercises effective control'
 'The ECHR applies extraterritorially where a member State has contributed forces to a UN peacekeeping mission'
 'The ECHR applies extraterritorially where human rights violations are taking place in former colonies of member States']",1,0.9667804865527272,0.0330836112113406,0.0001052807218677,8.64196790963356e-06,,,,,,,,6.322598787543252e-06,,,,,,,6.260220556716532e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,
What does the principle 'pacta sunt servanda' mean?,international_law,"['Parties to a treaty should be cognizant of its terms and not misinterpret them'
 'Parties to a treaty should safeguard the object and purpose of the treaty'
 'Parties to a treaty should adhere to its terms in good faith'
 'Parties to a treaty should not violate the most important provisions of the treaty']",2,0.0140578792139108,0.9854843375031062,0.0003105405338794,0.0001216094203783,,,,,,,,1.1922168064960085e-06,,,,,,,1.3509586300012237e-06,,,,,,,,,,,,,,,,,,,,,1.965633208156148e-06,,,,,,
What was the consequence from the absence of implementing legislation in the Tin Council case?,international_law,"['The International Tin Council was headquartered in London and hence the absence of implementing legislation was inconsequential'
 'The constitutive treaties of international organisations are subject to the doctrine of incorporation'
 ""The absence of implementing legislation with respect to the Council's founding treaty meant that individuals did not derive rights and duties from it in the English legal system""
 'The absence of implementing legislation in England in respect of an international organisation is inconsequential under international law']",2,0.0500590954114384,0.0441889350284903,0.0184131371224251,0.887264014604731,,,,,,,,,8.442847750411487e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following statements is true?,international_law,"['The Human Rights Act 1998 incorporates the European Convention on Human Rights into UK law'
 'The Human Rights Act 1998 allows a court to invalidate primary legislation'
 'The Human Rights Act 1998 allows any person with a reasonable case to bring a case before a court'
 'The Human Rights Act 1998 incorporates the EU charter of fundamental rights into UK law']",0,0.0109737525108374,0.0003755011617387,0.9879508629279744,0.0006190967525313,3.05189150827914e-06,,6.069410995614741e-06,,,,,,,,,,,,,,,,,,,1.1101129441183655e-05,,,,,,,,,,,,,,,,,,,,
What forms may the obligation of reparation take?,international_law,"['Reparation may take only the form of pecuniary compensation, including the interest'
 'Reparation denotes only the physical restitution of the wrongful act'
 'Reparation includes restitution, compensation, and satisfaction, either alone or alongside other forms of reparation'
 'The form of reparation is a matter for the responsible State to decide']",2,0.0012344971232995,0.990685117254724,0.0004541461118472,0.0075637503643126,,,,,,,,,6.085558478025337e-06,,,4.18253909740232e-06,6.4780432792785735e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is jus cogens?,international_law,"['They are peremptory norms of international law, from which no derogations are allowed and which can never be altered even with the consent of the States'
 'They are rules of international law that are laid down in multilateral treaties with a wide participation'
 'They are the decisions of the UN Security Council'
 'They are the rules of international law on which the ICJ founds its decisions']",0,0.0001795064435016,2.586035508312936e-05,0.9997461759674326,1.891983994892717e-05,,,1.9941364594515066e-06,,,1.5530350361720722e-06,1.370548609027209e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1362247047652012e-06,,,
What is 'unilateral acts'?,international_law,"['They are acts that States perform as practice in the context of custom'
 'They are acts creating unilateral legal obligations to the acting State'
 'Unilateral acts are simply political acts of State devoid of any legal effect'
 'Unilateral acts are those that State perform in order to be bound by a treaty']",1,0.7029145072343533,0.0951428082697619,0.2013983040453651,0.0004404508583749,,,,,,,,7.578375634223768e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Is extra-territorial abduction a ground for refusal of otherwise lawful jurisdiction by English courts?,international_law,"['Such abduction constitutes abuse of process and leads to a stay of proceedings'
 ""Such abduction gives rise to the abductor's liability but does not lead to a stay of proceedings""
 'The stay of proceedings under such circumstances would prevent the administration of justice in respect of international criminals'
 'The courts may, but will seldom, stay proceedings in cases of extra-territorial abduction']",0,0.1277428196226064,0.060354808966475,0.5052422895957711,0.3064283545198076,,,,,,,,,2.29338927980675e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the meaning of 'secondary rules' in the law of international responsibility?,international_law,"['Secondary rules are the rules of interpretation of international law, including the law of international responsibility'
 'Secondary rules are the rules that govern the legal consequences arising from a breach of the primary rules, ie of the international obligations of the States'
 'Secondary rules are the rules that govern exclusively the concept of attribution in the law of international responsibility'
 'Secondary rules are the rules that govern exclusively the law of countermeasures']",1,0.9991177968525404,0.0002163863498632,0.0006261349629026,2.928470794727529e-05,,,3.4630529645329457e-07,,,,5.038712331763547e-07,2.962106171431373e-07,,,,,,3.2532371920971815e-07,3.056133514686725e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,
What does the doctrine of incorporation suggest in respect of treaties?,international_law,"['The doctrine of incorporation requires that all treaties undergo legislative transformation before they become domestic law'
 'The doctrine of incorporation does not require any further action at the domestic level'
 'The doctrine of incorporation treats treaties as inferior to domestic law'
 'The doctrine of incorporation suggests that ratified treaties automatically pass into the sphere of domestic law']",3,5.824681683701888e-05,0.0004310360608794,0.0001233085122116,0.9993715606613288,,,,5.039337058258825e-07,,,,,5.417797916242385e-06,,,,,,,,,,,,,,,,,7.332192155133932e-07,,,,,,,,,,,,,,,,
Are the provisional measures issued by the ICJ binding upon the parties?,international_law,"['No, according to the literal interpretation of the relevant provision of the State, the provisional measures are not binding'
 'No, unless the parties have agreed so beforehand'
 'It depends upon the Court whether the provisional measures will be binding'
 'Yes, it has been consistently held by the Court since the La Grand case (2001) that they are binding']",3,0.0070038610924557,0.058668077490861,0.0168106819273396,0.9173855146175588,,,,,,,,,9.891910851571772e-06,,,,1.2701464953027437e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When are countermeasures illegal?,international_law,"['Countermeasures are illegal when inter alia are disproportionate or in violation of a peremptory norm of international law (e.g. the use of force, human rights)'
 'Countermeasures are illegal when they are taken in the course of an armed conflict'
 'Countermeasures are illegal when they violate bilateral treaties'
 'Countermeasures are illegal when the responsible State does not consent to them']",0,0.2797142839776979,0.0157845867887688,0.6709945466117426,0.0334040419738402,,,,,,,,,3.451631769285568e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the difference between political and legal means of dispute settlement?,international_law,"['The outcome arising from legal methods, ie arbitration or adjudication by the ICJ, is final and binding upon the parties, whereas this is not the case with diplomatic methods'
 'The political methods are pursued upon the consent of then parties to the dispute, whereas the legal methods not'
 'The political means lead to a final settlement of the dispute, whereas this is not the case with the legal methods'
 'The legal methods of dispute settlement are pursued only in respect of significant disputes, whereas the political means are employed in all disputes']",0,0.489092916764179,0.0115054969421741,0.4891094434483057,0.0101486119273171,,,,,,,,,7.672110514194044e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the rationale for the exhaustion of local remedies in international human rights?,international_law,"['The local remedies rule aims to free up international tribunals to deal with the most serious cases'
 'The local remedies rule aims to dissuade applicants abusing the system from filing unnecessary petitions'
 'The local remedies rule aims on the one hand to restrict the volume of petitions to international tribunals while at the same time building up the capacity of local courts'
 'The local remedies rule helps demonstrate that national courts are always better placed than international ones to deal with cases']",2,0.2529700873390832,0.2866999925564785,0.1353754125104678,0.3247819576330095,,,,,,,,,2.0152072781625984e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following cases best illustrates the 'living instrument principle' used by the European Court of Human Rights?,international_law,"['Golder v UK (1978)' 'A v UK (2009)' 'Goodwin v UK (2002)'
 'Osman v UK (1998)']",2,0.6835888932230761,0.0300271477551079,0.2226938001479365,0.063577545282289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.132451130566868e-05,,
Is the recognition of foreign judgments subject to the same rules as those applicable to the incorporation and transformation of treaties?,international_law,"['Foreign judgments are enforced on the basis of the doctrine of incorporation'
 'Foreign judgments are enforced on the basis of the doctrine of transformation'
 'The recognition of foreign judgments is dependent on the existence of appropriate bilateral or multilateral treaties'
 'The courts exercise discretion as to the enforcement of foreign judgments on the basis of the rule of comity']",2,0.0074003599728216,0.4579647997279698,0.0156725174965203,0.5188440899919796,,,,,,,,,2.078607821748349e-05,,,,5.95531111722013e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What was the most important finding by the House of Lords in the Pinochet case?,international_law,"['The Pinochet case confirmed that former heads of State enjoy absolute immunity'
 'The Pinochet case confirmed that all public acts enjoy immunity'
 'The Pinochet case confirmed that former heads of State cease to enjoy personal immunity once removed from office'
 'The Pinochet case confirmed that in respect of immunities there is no difference between a current and a former head of State']",2,0.4402393346346663,0.1429452645196601,0.0281346910978413,0.3884616902953768,,,,1.556085419515627e-05,,,,,2.126916591101303e-05,,,,,,,,1.556085419515627e-05,,,,,,,,,,,,,,,,,,,,,,,,,
Which one of the statements below is false?,international_law,"['The war crimes trials at Nuremberg and Tokyo took place immediately after the First World War'
 ""The war crimes trials introduced a 'crime against humanity' as an offence""
 'The war crimes trials held individuals legally responsible for acts such as war crimes and crimes against humanity'
 'The war crimes trials found that ""superior orders"" could not be used as a defence for war crimes or crimes against humanity']",0,0.0035915090538153,9.571047435952746e-05,0.9960274034269744,0.0002295974923149,3.7110978244890185e-06,,,,,,,,,,,,,,,,,,,,,,1.2839526500696307e-05,,,,,2.250894611745443e-06,,,,,,,,,,,,,,
Which State exercises jurisdiction over vessels on the high seas?,international_law,"['All States may exercise jurisdiction over foreign vessels on the high seas'
 'States may exercise jurisdiction over foreign vessels on the high seas only in cases of criminal activity that concerns them'
 'The flag State is to exercise exclusive jurisdiction over its vessels on the high seas, with the exception of specific cases, such as piracy'
 'The flag State is the only State to exercise exclusive jurisdiction over its vessels on the high seas with no exception']",2,0.0744362181435975,0.4285059920293792,0.2024278138187043,0.2944292490840117,,,,,,,,,4.11695088281384e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Should treaties assume a particular form?,international_law,"['Treaties should always be designated as such and assume a particular form'
 'Treaties should always assume a particular form, no matter how they are designated'
 'Treaties do not have to assume a particular form or designated as such'
 'Treaties have to be designated as such, no matter what form they assume']",2,0.7957757411275501,0.0396248061632572,0.1566981437240419,0.0078005471417604,,,,,,,,,7.113178260029189e-06,,,,,,,,,,,,6.277357782007841e-06,,,,,,,,,,,,,,,,,,,,,
What is the fundamental premise of monist theory?,international_law,"['Monism posits that international law is superior to domestic laws'
 'Monism posits that international and domestic law are part of the same legal order'
 'Monism posits that domestic laws are superior to international law'
 'Monism posits that domestic and international law never clash']",1,0.8801222820373358,0.1191143343951919,0.000708206250619,2.5796410793101963e-05,,,,,,,,3.956007721894306e-06,,,,,,,,,,,,,,,,,,1.0647450338923091e-06,,,,,,,,,,,,,,,,
Where do we find the 'general principles of law recognized by civilized nations' (article 38 ICJ Statute)?,international_law,"['We look for established principles of law recognized only among the most civilised nations'
 'We look for established principles of law, which are common to all major legal systems'
 'We look for general principles of international law recognized by international courts and tribunals'
 'We look for general principles of law recognized by all nations']",1,0.0064179075618985,0.0120019346060152,0.0287689185487631,0.9525934435925428,,,,,,,,,0.0001331994219818,,,,,,,,,,,7.059310745485484e-06,,,,,,,,,,,,,,,,,,,,,,
When does an illegal act of violence on the high seas fall short of qualifying as piracy?,international_law,"['When it is committed against a public vessel of another State'
 ""When it is committed for 'private ends'""
 'When it is committed by a warship even when its crew has mutinied and taken control of the ship'
 ""When it is not committed against another vessel and when it is not committed for 'private ends'""]",3,0.5599620311882664,0.0246206779264657,0.1818112293639165,0.2334224477904683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4480594011031652e-05,
"What is the meaning of ""armed attack"" in Article 51 UN Charter?",international_law,"['Armed attack includes all types of armed force'
 'Armed attack includes all high intensity instances of armed force'
 'Armed attack includes terrorist attacks'
 'An ""armed attack"" gives the right to invade the aggressor State']",1,0.2217588966569495,0.0924496820008683,0.6830929318238299,0.0024633555072362,,,,,,,,,1.4647654256833555e-05,,,,,,,,,,,,5.79325963965909e-05,,,,,,,,,,,,,,,,,,,,,
